year;county;domestic_background;gender;exam_score
2021;Võrumaa;Estonian;Male;46
2021;Ida-Virumaa;Russian;Female;50
2021;Võrumaa;Estonian;Female;46
2021;Lääne-Virumaa;Estonian;Male;32
2021;Ida-Virumaa;Russian;Male;40
2021;Hiiumaa;Estonian;Male;43
2021;Saaremaa;Estonian;Female;44
2021;Tartumaa;Estonian;Male;45
2021;Harjumaa;Russian;Male;43
2021;Harjumaa;Estonian;Female;48
2021;Lääne-Virumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;46
2021;Ida-Virumaa;Russian;Male;38
2021;Harjumaa;Estonian;Female;49
2021;Ida-Virumaa;Estonian;Male;32
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Male;42
2021;Harjumaa;Estonian;Female;38
2021;Jõgevamaa;Estonian;Female;48
2021;Võrumaa;Estonian;Male;40
2021;Harjumaa;Estonian;Male;47
2021;Harjumaa;Estonian;Male;41
2021;Raplamaa;Estonian;Male;43
2021;Harjumaa;Estonian;Male;43
2021;Harjumaa;Estonian;Male;48
2021;Ida-Virumaa;Russian;Female;49
2021;Pärnumaa;Estonian;Female;49
2021;Jõgevamaa;Estonian;Male;49
2021;Lääne-Virumaa;Estonian;Male;50
2021;Põlvamaa;Estonian;Male;48
2021;Pärnumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Male;38
2021;Pärnumaa;Estonian;Female;42
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Male;45
2021;Harjumaa;Russian;Male;49
2021;Ida-Virumaa;Russian;Female;48
2021;Harjumaa;Estonian;Male;46
2021;Järvamaa;Estonian;Female;49
2021;Lääne-Virumaa;Estonian;Male;45
2021;Harjumaa;Russian;Male;46
2021;Harjumaa;Estonian;Male;37
2021;Läänemaa;Estonian;Male;40
2021;Valgamaa;Estonian;Female;42
2021;Ida-Virumaa;Russian;Male;42
2021;Ida-Virumaa;Russian;Female;46
2021;Tartumaa;Estonian;Female;39
2021;Saaremaa;Estonian;Male;43
2021;Harjumaa;Russian;Male;41
2021;Ida-Virumaa;Estonian;Female;46
2021;Pärnumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Male;47
2021;Harjumaa;Estonian;Male;43
2021;Harjumaa;Estonian;Female;42
2021;Harjumaa;Estonian;Male;46
2021;Harjumaa;Estonian;Female;47
2021;Tartumaa;Estonian;Male;39
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Male;29
2021;Viljandimaa;Estonian;Male;44
2021;Harjumaa;Estonian;Female;48
2021;Harjumaa;Russian;Male;46
2021;Harjumaa;Russian;Male;48
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;33
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Male;36
2021;Jõgevamaa;Estonian;Male;43
2021;Harjumaa;Estonian;Female;46
2021;Saaremaa;Estonian;Male;32
2021;Tartumaa;Estonian;Male;44
2021;Harjumaa;Russian;Male;44
2021;Harjumaa;Estonian;Male;49
2021;Harjumaa;Estonian;Female;48
2021;Ida-Virumaa;Russian;Male;28
2021;Harjumaa;Estonian;Male;32
2021;Raplamaa;Estonian;Male;39
2021;Tartumaa;Estonian;Male;49
2021;Jõgevamaa;Estonian;Male;42
2021;Ida-Virumaa;Russian;Female;48
2021;Raplamaa;Estonian;Female;38
2021;Harjumaa;Estonian;Male;29
2021;Harjumaa;Russian;Female;47
2021;Harjumaa;Estonian;Female;42
2021;Võrumaa;Estonian;Male;47
2021;Harjumaa;Estonian;Male;36
2021;Lääne-Virumaa;Estonian;Female;43
2021;Tartumaa;Estonian;Male;40
2021;Võrumaa;Estonian;Female;41
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;47
2021;Hiiumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;48
2021;Tartumaa;Estonian;Female;49
2021;Tartumaa;Estonian;Male;48
2021;Valgamaa;Estonian;Female;40
2021;Harjumaa;Estonian;Female;43
2021;Järvamaa;Estonian;Male;30
2021;Raplamaa;Russian;Female;39
2021;Harjumaa;Estonian;Male;46
2021;Harjumaa;Estonian;Male;45
2021;Harjumaa;Russian;Female;34
2021;Harjumaa;Estonian;Male;40
2021;Pärnumaa;Estonian;Female;43
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Male;50
2021;Harjumaa;Estonian;Female;44
2021;Järvamaa;Estonian;Female;42
2021;Harjumaa;Estonian;Male;41
2021;Võrumaa;Estonian;Female;47
2021;Lääne-Virumaa;Estonian;Male;43
2021;Harjumaa;Estonian;Female;49
2021;Hiiumaa;Estonian;Male;43
2021;Võrumaa;Estonian;Female;48
2021;Tartumaa;Russian;Male;50
2021;Harjumaa;Estonian;Female;25
2021;Harjumaa;Estonian;Male;41
2021;Harjumaa;Russian;Female;50
2021;Harjumaa;Russian;Male;48
2021;Ida-Virumaa;Russian;Female;48
2021;Harjumaa;Estonian;Female;42
2021;Harjumaa;Estonian;Female;39
2021;Harjumaa;Russian;Female;48
2021;Läänemaa;Estonian;Female;50
2021;Ida-Virumaa;Russian;Female;48
2021;Harjumaa;Estonian;Female;43
2021;Tartumaa;Estonian;Male;45
2021;Pärnumaa;Estonian;Male;39
2021;Pärnumaa;Estonian;Female;41
2021;Jõgevamaa;Estonian;Male;44
2021;Harjumaa;Estonian;Female;47
2021;Raplamaa;Estonian;Female;47
2021;Harjumaa;Russian;Female;47
2021;Tartumaa;Estonian;Male;45
2021;Järvamaa;Estonian;Female;38
2021;Harjumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Russian;Female;49
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Russian;Male;43
2021;Harjumaa;Russian;Male;48
2021;Viljandimaa;Estonian;Male;47
2021;Pärnumaa;Estonian;Male;49
2021;Harjumaa;Estonian;Female;49
2021;Raplamaa;Estonian;Female;39
2021;Harjumaa;Russian;Female;29
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Russian;Female;47
2021;Hiiumaa;Estonian;Male;36
2021;Harjumaa;Russian;Male;41
2021;Lääne-Virumaa;Estonian;Female;40
2021;Lääne-Virumaa;Estonian;Male;48
2021;Ida-Virumaa;Estonian;Male;47
2021;Hiiumaa;Estonian;Male;48
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Male;39
2021;Harjumaa;Estonian;Male;43
2021;Ida-Virumaa;Russian;Male;47
2021;Harjumaa;Estonian;Male;41
2021;Ida-Virumaa;Russian;Female;47
2021;Harjumaa;Estonian;Male;45
2021;Pärnumaa;Estonian;Male;46
2021;Lääne-Virumaa;Estonian;Female;41
2021;Harjumaa;Russian;Female;41
2021;Viljandimaa;Estonian;Female;42
2021;Ida-Virumaa;Estonian;Male;41
2021;Järvamaa;Estonian;Male;34
2021;Tartumaa;Estonian;Female;47
2021;Tartumaa;Russian;Male;47
2021;Lääne-Virumaa;Estonian;Male;29
2021;Tartumaa;Estonian;Female;40
2021;Harjumaa;Estonian;Female;40
2021;Harjumaa;Estonian;Female;50
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;31
2021;Hiiumaa;Estonian;Male;47
2021;Ida-Virumaa;Estonian;Male;47
2021;Harjumaa;Estonian;Female;45
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Female;49
2021;Raplamaa;Estonian;Female;31
2021;Harjumaa;Estonian;Male;42
2021;Lääne-Virumaa;Estonian;Male;27
2021;Harjumaa;Estonian;Female;40
2021;Võrumaa;Estonian;Male;40
2021;Võrumaa;Estonian;Female;46
2021;Pärnumaa;Russian;Male;35
2021;Põlvamaa;Estonian;Female;37
2021;Harjumaa;Estonian;Male;35
2021;Ida-Virumaa;Estonian;Female;40
2021;Harjumaa;Estonian;Female;44
2021;Järvamaa;Estonian;Female;39
2021;Hiiumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;44
2021;Tartumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Female;48
2021;Ida-Virumaa;Estonian;Female;47
2021;Ida-Virumaa;Russian;Male;36
2021;Harjumaa;Estonian;Female;42
2021;Tartumaa;Estonian;Female;47
2021;Põlvamaa;Estonian;Male;49
2021;Harjumaa;Estonian;Female;47
2021;Saaremaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;46
2021;Võrumaa;Estonian;Female;39
2021;Hiiumaa;Estonian;Male;45
2021;Harjumaa;Estonian;Male;32
2021;Saaremaa;Estonian;Male;38
2021;Läänemaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;43
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Russian;Female;44
2021;Pärnumaa;Estonian;Female;46
2021;Järvamaa;Estonian;Male;42
2021;Ida-Virumaa;Russian;Male;47
2021;Tartumaa;Estonian;Male;42
2021;Lääne-Virumaa;Russian;Female;45
2021;Ida-Virumaa;Estonian;Male;47
2021;Harjumaa;Estonian;Female;41
2021;Ida-Virumaa;Russian;Female;41
2021;Harjumaa;Estonian;Female;45
2021;Harjumaa;Estonian;Male;49
2021;Harjumaa;Estonian;Female;38
2021;Harjumaa;Russian;Female;49
2021;Harjumaa;Estonian;Female;39
2021;Harjumaa;Russian;Female;45
2021;Harjumaa;Estonian;Female;28
2021;Harjumaa;Estonian;Female;48
2021;Jõgevamaa;Estonian;Female;41
2021;Harjumaa;Estonian;Male;47
2021;Harjumaa;Estonian;Female;42
2021;Harjumaa;Estonian;Male;42
2021;Harjumaa;Estonian;Male;40
2021;Harjumaa;Russian;Male;43
2021;Lääne-Virumaa;Russian;Female;48
2021;Võrumaa;Estonian;Male;37
2021;Pärnumaa;Estonian;Male;46
2021;Lääne-Virumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Male;45
2021;Harjumaa;Estonian;Male;35
2021;Harjumaa;Estonian;Female;46
2021;Võrumaa;Estonian;Female;43
2021;Lääne-Virumaa;Estonian;Female;44
2021;Valgamaa;Estonian;Male;42
2021;Harjumaa;Russian;Female;30
2021;Harjumaa;Estonian;Male;50
2021;Harjumaa;Russian;Female;49
2021;Harjumaa;Russian;Female;46
2021;Harjumaa;Estonian;Male;28
2021;Harjumaa;Estonian;Female;47
2021;Tartumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Male;49
2021;Harjumaa;Russian;Male;29
2021;Jõgevamaa;Estonian;Female;48
2021;Saaremaa;Estonian;Male;41
2021;Harjumaa;Estonian;Female;33
2021;Ida-Virumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Male;43
2021;Harjumaa;Russian;Male;45
2021;Tartumaa;Russian;Female;48
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;48
2021;Ida-Virumaa;Russian;Male;30
2021;Ida-Virumaa;Russian;Male;47
2021;Tartumaa;Estonian;Female;47
2021;Harjumaa;Russian;Female;48
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Male;45
2021;Jõgevamaa;Estonian;Male;36
2021;Tartumaa;Estonian;Female;46
2021;Harjumaa;Estonian;Male;37
2021;Harjumaa;Estonian;Female;49
2021;Tartumaa;Russian;Female;45
2021;Ida-Virumaa;Estonian;Female;46
2021;Lääne-Virumaa;Russian;Female;35
2021;Harjumaa;Russian;Male;49
2021;Tartumaa;Estonian;Female;35
2021;Tartumaa;Estonian;Female;48
2021;Pärnumaa;Estonian;Male;45
2021;Põlvamaa;Estonian;Male;47
2021;Tartumaa;Estonian;Male;44
2021;Tartumaa;Estonian;Male;38
2021;Pärnumaa;Estonian;Female;42
2021;Saaremaa;Estonian;Male;44
2021;Harjumaa;Russian;Female;46
2021;Harjumaa;Estonian;Female;47
2021;Võrumaa;Estonian;Male;49
2021;Pärnumaa;Estonian;Male;29
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;46
2021;Harjumaa;Estonian;Male;38
2021;Ida-Virumaa;Estonian;Female;45
2021;Ida-Virumaa;Russian;Male;39
2021;Harjumaa;Estonian;Male;40
2021;Harjumaa;Estonian;Male;45
2021;Pärnumaa;Estonian;Male;45
2021;Ida-Virumaa;Russian;Female;42
2021;Tartumaa;Estonian;Male;47
2021;Pärnumaa;Estonian;Female;41
2021;Tartumaa;Estonian;Female;41
2021;Harjumaa;Estonian;Male;34
2021;Harjumaa;Estonian;Male;21
2021;Ida-Virumaa;Estonian;Female;42
2021;Harjumaa;Estonian;Female;25
2021;Harjumaa;Estonian;Male;46
2021;Harjumaa;Estonian;Male;45
2021;Ida-Virumaa;Russian;Female;50
2021;Harjumaa;Estonian;Male;45
2021;Järvamaa;Estonian;Female;36
2021;Harjumaa;Estonian;Female;43
2021;Harjumaa;Russian;Female;40
2021;Läänemaa;Estonian;Male;44
2021;Saaremaa;Estonian;Male;46
2021;Järvamaa;Estonian;Female;44
2021;Tartumaa;Estonian;Male;31
2021;Harjumaa;Estonian;Male;47
2021;Harjumaa;Russian;Male;45
2021;Viljandimaa;Estonian;Male;47
2021;Tartumaa;Estonian;Female;34
2021;Jõgevamaa;Estonian;Female;41
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;40
2021;Lääne-Virumaa;Estonian;Female;45
2021;Harjumaa;Russian;Female;36
2021;Harjumaa;Estonian;Male;49
2021;Pärnumaa;Estonian;Male;45
2021;Ida-Virumaa;Russian;Female;46
2021;Harjumaa;Estonian;Female;28
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;35
2021;Harjumaa;Estonian;Male;39
2021;Viljandimaa;Estonian;Male;47
2021;Harjumaa;Estonian;Female;48
2021;Valgamaa;Estonian;Female;45
2021;Harjumaa;Russian;Male;33
2021;Põlvamaa;Estonian;Male;45
2021;Saaremaa;Estonian;Male;43
2021;Ida-Virumaa;Russian;Female;48
2021;Ida-Virumaa;Russian;Female;43
2021;Tartumaa;Estonian;Male;45
2021;Ida-Virumaa;Russian;Female;44
2021;Põlvamaa;Estonian;Male;47
2021;Harjumaa;Estonian;Female;33
2021;Harjumaa;Estonian;Male;40
2021;Harjumaa;Estonian;Male;38
2021;Harjumaa;Estonian;Female;38
2021;Tartumaa;Russian;Female;50
2021;Tartumaa;Estonian;Female;46
2021;Harjumaa;Russian;Male;36
2021;Ida-Virumaa;Russian;Male;33
2021;Pärnumaa;Estonian;Female;43
2021;Harjumaa;Russian;Female;45
2021;Harjumaa;Russian;Male;45
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Male;39
2021;Harjumaa;Estonian;Male;44
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;46
2021;Tartumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;39
2021;Harjumaa;Estonian;Male;44
2021;Harjumaa;Russian;Male;36
2021;Tartumaa;Russian;Male;45
2021;Võrumaa;Estonian;Male;49
2021;Võrumaa;Estonian;Male;44
2021;Harjumaa;Estonian;Male;48
2021;Pärnumaa;Estonian;Female;48
2021;Läänemaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;39
2021;Jõgevamaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;38
2021;Harjumaa;Estonian;Male;35
2021;Harjumaa;Russian;Male;25
2021;Ida-Virumaa;Russian;Male;45
2021;Harjumaa;Estonian;Male;41
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Female;40
2021;Harjumaa;Estonian;Male;46
2021;Ida-Virumaa;Russian;Male;47
2021;Lääne-Virumaa;Estonian;Female;48
2021;Ida-Virumaa;Russian;Male;42
2021;Viljandimaa;Estonian;Male;41
2021;Tartumaa;Estonian;Female;41
2021;Tartumaa;Estonian;Male;48
2021;Jõgevamaa;Estonian;Male;40
2021;Tartumaa;Estonian;Female;42
2021;Harjumaa;Russian;Male;38
2021;Põlvamaa;Estonian;Female;48
2021;Raplamaa;Estonian;Female;43
2021;Pärnumaa;Estonian;Male;41
2021;Saaremaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;48
2021;Põlvamaa;Estonian;Female;48
2021;Harjumaa;Estonian;Male;41
2021;Järvamaa;Estonian;Male;45
2021;Harjumaa;Russian;Male;49
2021;Tartumaa;Estonian;Male;39
2021;Saaremaa;Estonian;Female;45
2021;Lääne-Virumaa;Estonian;Female;48
2021;Tartumaa;Estonian;Female;49
2021;Tartumaa;Russian;Male;47
2021;Viljandimaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Female;45
2021;Harjumaa;Estonian;Male;49
2021;Harjumaa;Estonian;Male;41
2021;Harjumaa;Estonian;Male;45
2021;Harjumaa;Estonian;Male;21
2021;Harjumaa;Estonian;Male;48
2021;Tartumaa;Estonian;Male;48
2021;Ida-Virumaa;Russian;Female;46
2021;Tartumaa;Estonian;Male;30
2021;Harjumaa;Russian;Female;48
2021;Harjumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;47
2021;Viljandimaa;Estonian;Male;50
2021;Hiiumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;46
2021;Harjumaa;Estonian;Female;36
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Russian;Male;49
2021;Saaremaa;Estonian;Female;37
2021;Raplamaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;45
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Female;42
2021;Tartumaa;Estonian;Female;49
2021;Harjumaa;Russian;Female;36
2021;Viljandimaa;Russian;Female;39
2021;Ida-Virumaa;Estonian;Male;44
2021;Lääne-Virumaa;Estonian;Female;40
2021;Järvamaa;Estonian;Male;47
2021;Harjumaa;Russian;Female;46
2021;Harjumaa;Estonian;Male;47
2021;Harjumaa;Russian;Female;48
2021;Läänemaa;Estonian;Male;49
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Male;48
2021;Lääne-Virumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;36
2021;Harjumaa;Russian;Female;37
2021;Jõgevamaa;Estonian;Female;41
2021;Harjumaa;Estonian;Male;48
2021;Pärnumaa;Estonian;Female;45
2021;Harjumaa;Russian;Female;42
2021;Tartumaa;Estonian;Female;38
2021;Tartumaa;Estonian;Male;47
2021;Harjumaa;Estonian;Male;49
2021;Harjumaa;Estonian;Male;43
2021;Lääne-Virumaa;Estonian;Male;32
2021;Viljandimaa;Estonian;Female;38
2021;Viljandimaa;Estonian;Female;31
2021;Pärnumaa;Estonian;Female;40
2021;Harjumaa;Russian;Male;46
2021;Harjumaa;Estonian;Male;49
2021;Tartumaa;Estonian;Male;41
2021;Tartumaa;Estonian;Female;45
2021;Harjumaa;Estonian;Female;32
2021;Harjumaa;Estonian;Male;42
2021;Harjumaa;Estonian;Male;40
2021;Pärnumaa;Estonian;Female;49
2021;Tartumaa;Estonian;Female;44
2021;Tartumaa;Estonian;Male;49
2021;Harjumaa;Russian;Female;47
2021;Võrumaa;Estonian;Male;37
2021;Pärnumaa;Estonian;Male;46
2021;Harjumaa;Estonian;Male;35
2021;Tartumaa;Estonian;Female;46
2021;Harjumaa;Estonian;Male;42
2021;Pärnumaa;Estonian;Female;45
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Female;47
2021;Tartumaa;Estonian;Female;45
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;48
2021;Tartumaa;Estonian;Female;45
2021;Ida-Virumaa;Russian;Female;49
2021;Lääne-Virumaa;Estonian;Male;41
2021;Harjumaa;Russian;Male;39
2021;Tartumaa;Estonian;Male;49
2021;Tartumaa;Russian;Female;42
2021;Võrumaa;Estonian;Male;45
2021;Harjumaa;Russian;Male;40
2021;Harjumaa;Estonian;Male;45
2021;Harjumaa;Russian;Female;48
2021;Võrumaa;Estonian;Female;42
2021;Harjumaa;Estonian;Female;45
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;49
2021;Viljandimaa;Estonian;Female;47
2021;Harjumaa;Russian;Male;30
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Male;43
2021;Lääne-Virumaa;Estonian;Male;46
2021;Lääne-Virumaa;Estonian;Male;26
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Female;50
2021;Saaremaa;Estonian;Female;45
2021;Harjumaa;Estonian;Female;45
2021;Tartumaa;Estonian;Female;43
2021;Viljandimaa;Estonian;Male;43
2021;Tartumaa;Estonian;Male;49
2021;Harjumaa;Estonian;Female;41
2021;Harjumaa;Estonian;Female;46
2021;Raplamaa;Estonian;Female;46
2021;Harjumaa;Russian;Female;49
2021;Ida-Virumaa;Russian;Female;48
2021;Harjumaa;Russian;Male;37
2021;Viljandimaa;Estonian;Female;48
2021;Harjumaa;Russian;Male;37
2021;Võrumaa;Estonian;Male;35
2021;Lääne-Virumaa;Russian;Female;43
2021;Harjumaa;Russian;Female;44
2021;Valgamaa;Estonian;Female;39
2021;Harjumaa;Russian;Female;42
2021;Järvamaa;Estonian;Male;21
2021;Harjumaa;Estonian;Female;46
2021;Harjumaa;Estonian;Female;44
2021;Valgamaa;Estonian;Male;44
2021;Tartumaa;Estonian;Female;50
2021;Tartumaa;Estonian;Male;42
2021;Ida-Virumaa;Russian;Female;48
2021;Ida-Virumaa;Estonian;Male;49
2021;Tartumaa;Estonian;Female;49
2021;Tartumaa;Estonian;Male;49
2021;Harjumaa;Russian;Male;21
2021;Pärnumaa;Estonian;Male;38
2021;Ida-Virumaa;Russian;Male;42
2021;Pärnumaa;Estonian;Male;41
2021;Harjumaa;Estonian;Male;49
2021;Saaremaa;Estonian;Female;47
2021;Põlvamaa;Estonian;Female;36
2021;Tartumaa;Estonian;Male;48
2021;Harjumaa;Russian;Male;35
2021;Harjumaa;Estonian;Male;45
2021;Ida-Virumaa;Russian;Female;49
2021;Põlvamaa;Estonian;Female;43
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Russian;Female;40
2021;Saaremaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;47
2021;Võrumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Male;46
2021;Harjumaa;Russian;Male;37
2021;Raplamaa;Estonian;Female;42
2021;Harjumaa;Russian;Male;50
2021;Harjumaa;Estonian;Male;46
2021;Tartumaa;Estonian;Male;45
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Male;40
2021;Ida-Virumaa;Estonian;Male;43
2021;Viljandimaa;Estonian;Male;33
2021;Ida-Virumaa;Russian;Male;46
2021;Harjumaa;Estonian;Male;48
2021;Harjumaa;Estonian;Female;32
2021;Harjumaa;Estonian;Female;36
2021;Harjumaa;Russian;Female;49
2021;Raplamaa;Estonian;Male;47
2021;Ida-Virumaa;Russian;Female;42
2021;Harjumaa;Estonian;Male;42
2021;Harjumaa;Estonian;Female;47
2021;Tartumaa;Estonian;Male;38
2021;Lääne-Virumaa;Estonian;Male;44
2021;Harjumaa;Estonian;Female;43
2021;Harjumaa;Estonian;Female;50
2021;Tartumaa;Russian;Female;43
2021;Tartumaa;Estonian;Female;36
2021;Pärnumaa;Estonian;Female;31
2021;Raplamaa;Estonian;Female;42
2021;Ida-Virumaa;Russian;Male;44
2021;Harjumaa;Estonian;Male;43
2021;Harjumaa;Estonian;Male;46
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Estonian;Male;44
2021;Põlvamaa;Estonian;Male;38
2021;Harjumaa;Russian;Female;47
2021;Tartumaa;Estonian;Male;48
2021;Valgamaa;Estonian;Female;34
2021;Harjumaa;Estonian;Female;48
2021;Raplamaa;Estonian;Female;42
2021;Harjumaa;Estonian;Female;40
2021;Harjumaa;Estonian;Male;43
2021;Harjumaa;Estonian;Male;49
2021;Harjumaa;Estonian;Male;48
2021;Viljandimaa;Estonian;Male;49
2021;Harjumaa;Russian;Male;36
2021;Harjumaa;Estonian;Male;48
2021;Ida-Virumaa;Russian;Male;44
2021;Harjumaa;Russian;Male;41
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;47
2021;Harjumaa;Russian;Male;43
2021;Tartumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Male;31
2021;Harjumaa;Estonian;Female;44
2021;Harjumaa;Estonian;Male;46
2021;Ida-Virumaa;Russian;Female;48
2021;Ida-Virumaa;Russian;Female;49
2021;Raplamaa;Estonian;Male;49
2021;Harjumaa;Estonian;Female;48
2021;Ida-Virumaa;Russian;Female;46
2021;Ida-Virumaa;Russian;Female;45
2021;Harjumaa;Estonian;Male;34
2021;Ida-Virumaa;Russian;Female;49
2021;Harjumaa;Russian;Female;49
2021;Viljandimaa;Estonian;Male;42
2021;Põlvamaa;Estonian;Male;46
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Estonian;Male;43
2021;Viljandimaa;Estonian;Female;46
2021;Tartumaa;Estonian;Male;48
2021;Ida-Virumaa;Russian;Male;38
2021;Lääne-Virumaa;Estonian;Female;46
2021;Tartumaa;Estonian;Female;41
2021;Ida-Virumaa;Russian;Male;49
2021;Harjumaa;Estonian;Male;50
2021;Raplamaa;Estonian;Male;45
2021;Harjumaa;Estonian;Female;49
2021;Harjumaa;Russian;Male;41
2021;Harjumaa;Estonian;Male;23
2021;Harjumaa;Russian;Female;47
2021;Harjumaa;Estonian;Male;45
2021;Võrumaa;Estonian;Female;49
2021;Põlvamaa;Estonian;Female;48
2021;Tartumaa;Estonian;Female;43
2021;Pärnumaa;Estonian;Female;40
2021;Harjumaa;Russian;Male;50
2021;Harjumaa;Estonian;Female;46
2021;Harjumaa;Estonian;Male;38
2021;Raplamaa;Estonian;Male;45
2021;Tartumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;41
2021;Ida-Virumaa;Russian;Male;41
2021;Viljandimaa;Estonian;Male;31
2021;Harjumaa;Estonian;Female;45
2021;Ida-Virumaa;Russian;Female;44
2021;Saaremaa;Estonian;Male;45
2021;Pärnumaa;Estonian;Male;41
2021;Harjumaa;Russian;Female;35
2021;Harjumaa;Estonian;Female;37
2021;Läänemaa;Estonian;Male;47
2021;Ida-Virumaa;Estonian;Female;48
2021;Harjumaa;Estonian;Female;40
2021;Ida-Virumaa;Estonian;Male;50
2021;Lääne-Virumaa;Estonian;Female;48
2021;Järvamaa;Estonian;Male;45
2021;Lääne-Virumaa;Estonian;Male;41
2021;Järvamaa;Estonian;Female;46
2021;Harjumaa;Estonian;Male;35
2021;Harjumaa;Estonian;Male;40
2021;Harjumaa;Estonian;Male;47
2021;Tartumaa;Estonian;Male;44
2021;Saaremaa;Estonian;Female;45
2021;Harjumaa;Russian;Female;42
2021;Harjumaa;Russian;Female;46
2021;Ida-Virumaa;Russian;Female;43
2021;Harjumaa;Estonian;Male;50
2021;Raplamaa;Estonian;Female;46
2021;Harjumaa;Estonian;Male;48
2021;Põlvamaa;Estonian;Male;31
2021;Tartumaa;Estonian;Female;49
2021;Harjumaa;Russian;Male;47
2021;Harjumaa;Estonian;Male;34
2021;Harjumaa;Russian;Female;41
2021;Harjumaa;Estonian;Male;46
2021;Tartumaa;Estonian;Male;43
2021;Harjumaa;Estonian;Female;47
2021;Harjumaa;Estonian;Female;37
2021;Saaremaa;Estonian;Male;40
2021;Viljandimaa;Estonian;Female;48
2021;Ida-Virumaa;Estonian;Female;48
2021;Viljandimaa;Estonian;Female;44
2021;Viljandimaa;Estonian;Male;49
2021;Harjumaa;Estonian;Female;48
2021;Pärnumaa;Estonian;Female;44
