ur,gender,education,county,ethnicity,age_group,N
Urban,Female,Primary education,Rîșcani,Ukrainian,65-69,17
Urban,Female,Primary education,Rîșcani,Ukrainian,70+,72
Urban,Female,Primary education,Rîșcani,Ukrainian,<15,17
Urban,Female,Primary education,Soroca,Moldovan,15-19,140
Urban,Female,Primary education,Soroca,Moldovan,20-24,8
Urban,Female,Primary education,Soroca,Moldovan,25-29,13
Urban,Female,Primary education,Soroca,Moldovan,30-34,15
Urban,Female,Primary education,Soroca,Moldovan,35-39,14
Urban,Female,Primary education,Soroca,Moldovan,40-44,10
Urban,Female,Primary education,Soroca,Moldovan,45-49,11
Urban,Female,Primary education,Soroca,Moldovan,50-54,12
Urban,Female,Primary education,Soroca,Moldovan,55-59,20
Urban,Female,Primary education,Soroca,Moldovan,60-64,43
Urban,Female,Primary education,Soroca,Moldovan,65-69,103
Urban,Female,Primary education,Soroca,Moldovan,70+,441
Urban,Female,Primary education,Soroca,Moldovan,<15,85
Urban,Female,Primary education,Soroca,Other,70+,1
Urban,Female,Primary education,Soroca,Roma,15-19,9
Urban,Female,Primary education,Soroca,Roma,20-24,1
Urban,Female,Primary education,Soroca,Roma,25-29,1
Urban,Female,Primary education,Soroca,Roma,30-34,1
Urban,Female,Primary education,Soroca,Roma,35-39,1
Urban,Female,Primary education,Soroca,Roma,40-44,1
Urban,Female,Primary education,Soroca,Roma,45-49,1
Urban,Female,Primary education,Soroca,Roma,50-54,1
Urban,Female,Primary education,Soroca,Roma,55-59,2
Urban,Female,Primary education,Soroca,Roma,60-64,3
Urban,Female,Primary education,Soroca,Roma,65-69,6
Urban,Female,Primary education,Soroca,Roma,70+,24
Urban,Female,Primary education,Soroca,Roma,<15,5
Urban,Female,Primary education,Soroca,Romanian,15-19,8
Urban,Female,Primary education,Soroca,Romanian,20-24,2
Urban,Female,Primary education,Soroca,Romanian,25-29,2
Urban,Female,Primary education,Soroca,Romanian,30-34,2
Urban,Female,Primary education,Soroca,Romanian,35-39,2
Urban,Female,Primary education,Soroca,Romanian,40-44,1
Urban,Female,Primary education,Soroca,Romanian,45-49,1
Urban,Female,Primary education,Soroca,Romanian,50-54,2
Urban,Female,Primary education,Soroca,Romanian,55-59,2
Urban,Female,Primary education,Soroca,Romanian,60-64,3
Urban,Female,Primary education,Soroca,Romanian,65-69,6
Urban,Female,Primary education,Soroca,Romanian,70+,18
Urban,Female,Primary education,Soroca,Romanian,<15,10
Urban,Female,Primary education,Soroca,Russian,15-19,6
Urban,Female,Primary education,Soroca,Russian,25-29,1
Urban,Female,Primary education,Soroca,Russian,30-34,2
Urban,Female,Primary education,Soroca,Russian,35-39,2
Urban,Female,Primary education,Soroca,Russian,40-44,1
Urban,Female,Primary education,Soroca,Russian,45-49,1
Urban,Female,Primary education,Soroca,Russian,50-54,2
Urban,Female,Primary education,Soroca,Russian,55-59,1
Urban,Female,Primary education,Soroca,Russian,60-64,2
Urban,Female,Primary education,Soroca,Russian,65-69,6
Urban,Female,Primary education,Soroca,Russian,70+,21
Urban,Female,Primary education,Soroca,Russian,<15,6
Urban,Female,Primary education,Soroca,Ukrainian,15-19,7
Urban,Female,Primary education,Soroca,Ukrainian,30-34,2
Urban,Female,Primary education,Soroca,Ukrainian,35-39,2
Urban,Female,Primary education,Soroca,Ukrainian,40-44,1
Urban,Female,Primary education,Soroca,Ukrainian,50-54,1
Urban,Female,Primary education,Soroca,Ukrainian,55-59,2
Urban,Female,Primary education,Soroca,Ukrainian,60-64,3
Urban,Female,Primary education,Soroca,Ukrainian,65-69,6
Urban,Female,Primary education,Soroca,Ukrainian,70+,26
Urban,Female,Primary education,Soroca,Ukrainian,<15,6
Urban,Female,Primary education,Strășeni,Moldovan,15-19,97
Urban,Female,Primary education,Strășeni,Moldovan,20-24,9
Urban,Female,Primary education,Strășeni,Moldovan,25-29,13
Urban,Female,Primary education,Strășeni,Moldovan,30-34,13
Urban,Female,Primary education,Strășeni,Moldovan,35-39,9
Urban,Female,Primary education,Strășeni,Moldovan,40-44,6
Urban,Female,Primary education,Strășeni,Moldovan,45-49,6
Urban,Female,Primary education,Strășeni,Moldovan,50-54,10
Urban,Female,Primary education,Strășeni,Moldovan,55-59,19
Urban,Female,Primary education,Strășeni,Moldovan,60-64,32
Urban,Female,Primary education,Strășeni,Moldovan,65-69,93
Urban,Female,Primary education,Strășeni,Moldovan,70+,419
Urban,Female,Primary education,Strășeni,Moldovan,<15,89
Urban,Female,Primary education,Strășeni,Other,70+,1
Urban,Female,Primary education,Strășeni,Roma,70+,1
Urban,Female,Primary education,Strășeni,Romanian,15-19,10
Urban,Female,Primary education,Strășeni,Romanian,20-24,2
Urban,Female,Primary education,Strășeni,Romanian,25-29,2
Urban,Female,Primary education,Strășeni,Romanian,30-34,2
Urban,Female,Primary education,Strășeni,Romanian,35-39,2
Urban,Female,Primary education,Strășeni,Romanian,40-44,2
Urban,Female,Primary education,Strășeni,Romanian,45-49,2
Urban,Female,Primary education,Strășeni,Romanian,50-54,2
Urban,Female,Primary education,Strășeni,Romanian,55-59,3
Urban,Female,Primary education,Strășeni,Romanian,60-64,4
Urban,Female,Primary education,Strășeni,Romanian,65-69,9
Urban,Female,Primary education,Strășeni,Romanian,70+,34
Urban,Female,Primary education,Strășeni,Romanian,<15,17
Urban,Female,Primary education,Strășeni,Russian,15-19,2
Urban,Female,Primary education,Strășeni,Russian,60-64,1
Urban,Female,Primary education,Strășeni,Russian,65-69,3
Urban,Female,Primary education,Strășeni,Russian,70+,11
Urban,Female,Primary education,Strășeni,Russian,<15,3
Urban,Female,Primary education,Strășeni,Ukrainian,15-19,2
Urban,Female,Primary education,Strășeni,Ukrainian,65-69,1
Urban,Female,Primary education,Strășeni,Ukrainian,70+,7
Urban,Female,Primary education,Strășeni,Ukrainian,<15,1
Urban,Female,Primary education,Sîngerei,Moldovan,15-19,85
Urban,Female,Primary education,Sîngerei,Moldovan,20-24,5
Urban,Female,Primary education,Sîngerei,Moldovan,25-29,11
Urban,Female,Primary education,Sîngerei,Moldovan,30-34,10
Urban,Female,Primary education,Sîngerei,Moldovan,35-39,9
Urban,Female,Primary education,Sîngerei,Moldovan,40-44,8
Urban,Female,Primary education,Sîngerei,Moldovan,45-49,7
Urban,Female,Primary education,Sîngerei,Moldovan,50-54,9
Urban,Female,Primary education,Sîngerei,Moldovan,55-59,14
Urban,Female,Primary education,Sîngerei,Moldovan,60-64,29
Urban,Female,Primary education,Sîngerei,Moldovan,65-69,56
Urban,Female,Primary education,Sîngerei,Moldovan,70+,381
Urban,Female,Primary education,Sîngerei,Moldovan,<15,67
Urban,Female,Primary education,Sîngerei,Other,70+,1
Urban,Female,Primary education,Sîngerei,Roma,70+,1
Urban,Female,Primary education,Sîngerei,Romanian,15-19,4
Urban,Female,Primary education,Sîngerei,Romanian,25-29,1
Urban,Female,Primary education,Sîngerei,Romanian,30-34,1
Urban,Female,Primary education,Sîngerei,Romanian,35-39,1
Urban,Female,Primary education,Sîngerei,Romanian,45-49,1
Urban,Female,Primary education,Sîngerei,Romanian,50-54,1
Urban,Female,Primary education,Sîngerei,Romanian,55-59,2
Urban,Female,Primary education,Sîngerei,Romanian,60-64,1
Urban,Female,Primary education,Sîngerei,Romanian,65-69,2
Urban,Female,Primary education,Sîngerei,Romanian,70+,14
Urban,Female,Primary education,Sîngerei,Romanian,<15,7
Urban,Female,Primary education,Sîngerei,Russian,15-19,3
Urban,Female,Primary education,Sîngerei,Russian,55-59,1
Urban,Female,Primary education,Sîngerei,Russian,60-64,1
Urban,Female,Primary education,Sîngerei,Russian,65-69,2
Urban,Female,Primary education,Sîngerei,Russian,70+,14
Urban,Female,Primary education,Sîngerei,Russian,<15,4
Urban,Female,Primary education,Sîngerei,Ukrainian,15-19,4
Urban,Female,Primary education,Sîngerei,Ukrainian,55-59,1
Urban,Female,Primary education,Sîngerei,Ukrainian,60-64,2
Urban,Female,Primary education,Sîngerei,Ukrainian,65-69,3
Urban,Female,Primary education,Sîngerei,Ukrainian,70+,23
Urban,Female,Primary education,Sîngerei,Ukrainian,<15,4
Urban,Female,Primary education,Taraclia,Bulgarian,15-19,91
Urban,Female,Primary education,Taraclia,Bulgarian,20-24,13
Urban,Female,Primary education,Taraclia,Bulgarian,25-29,20
Urban,Female,Primary education,Taraclia,Bulgarian,30-34,22
Urban,Female,Primary education,Taraclia,Bulgarian,35-39,19
Urban,Female,Primary education,Taraclia,Bulgarian,40-44,16
Urban,Female,Primary education,Taraclia,Bulgarian,45-49,16
Urban,Female,Primary education,Taraclia,Bulgarian,50-54,18
Urban,Female,Primary education,Taraclia,Bulgarian,55-59,25
Urban,Female,Primary education,Taraclia,Bulgarian,60-64,40
Urban,Female,Primary education,Taraclia,Bulgarian,65-69,76
Urban,Female,Primary education,Taraclia,Bulgarian,70+,322
Urban,Female,Primary education,Taraclia,Bulgarian,<15,76
Urban,Female,Primary education,Taraclia,Gagauz,15-19,5
Urban,Female,Primary education,Taraclia,Gagauz,25-29,1
Urban,Female,Primary education,Taraclia,Gagauz,30-34,2
Urban,Female,Primary education,Taraclia,Gagauz,35-39,2
Urban,Female,Primary education,Taraclia,Gagauz,50-54,2
Urban,Female,Primary education,Taraclia,Gagauz,55-59,2
Urban,Female,Primary education,Taraclia,Gagauz,60-64,3
Urban,Female,Primary education,Taraclia,Gagauz,65-69,7
Urban,Female,Primary education,Taraclia,Gagauz,70+,21
Urban,Female,Primary education,Taraclia,Gagauz,<15,6
Urban,Female,Primary education,Taraclia,Moldovan,15-19,14
Urban,Female,Primary education,Taraclia,Moldovan,20-24,1
Urban,Female,Primary education,Taraclia,Moldovan,25-29,2
Urban,Female,Primary education,Taraclia,Moldovan,30-34,2
Urban,Female,Primary education,Taraclia,Moldovan,35-39,2
Urban,Female,Primary education,Taraclia,Moldovan,40-44,2
Urban,Female,Primary education,Taraclia,Moldovan,45-49,1
Urban,Female,Primary education,Taraclia,Moldovan,50-54,2
Urban,Female,Primary education,Taraclia,Moldovan,55-59,2
Urban,Female,Primary education,Taraclia,Moldovan,60-64,6
Urban,Female,Primary education,Taraclia,Moldovan,65-69,14
Urban,Female,Primary education,Taraclia,Moldovan,70+,79
Urban,Female,Primary education,Taraclia,Moldovan,<15,9
Urban,Female,Primary education,Taraclia,Other,70+,1
Urban,Female,Primary education,Taraclia,Roma,70+,3
Urban,Female,Primary education,Taraclia,Russian,15-19,3
Urban,Female,Primary education,Taraclia,Russian,30-34,1
Urban,Female,Primary education,Taraclia,Russian,50-54,1
Urban,Female,Primary education,Taraclia,Russian,55-59,1
Urban,Female,Primary education,Taraclia,Russian,60-64,2
Urban,Female,Primary education,Taraclia,Russian,65-69,4
Urban,Female,Primary education,Taraclia,Russian,70+,20
Urban,Female,Primary education,Taraclia,Russian,<15,4
Urban,Female,Primary education,Taraclia,Ukrainian,15-19,3
Urban,Female,Primary education,Taraclia,Ukrainian,55-59,1
Urban,Female,Primary education,Taraclia,Ukrainian,60-64,1
Urban,Female,Primary education,Taraclia,Ukrainian,65-69,3
Urban,Female,Primary education,Taraclia,Ukrainian,70+,15
Urban,Female,Primary education,Taraclia,Ukrainian,<15,3
Urban,Female,Primary education,Telenești,Moldovan,15-19,26
Urban,Female,Primary education,Telenești,Moldovan,20-24,2
Urban,Female,Primary education,Telenești,Moldovan,25-29,4
Urban,Female,Primary education,Telenești,Moldovan,30-34,5
Urban,Female,Primary education,Telenești,Moldovan,35-39,3
Urban,Female,Primary education,Telenești,Moldovan,40-44,1
Urban,Female,Primary education,Telenești,Moldovan,45-49,2
Urban,Female,Primary education,Telenești,Moldovan,50-54,4
Urban,Female,Primary education,Telenești,Moldovan,55-59,6
Urban,Female,Primary education,Telenești,Moldovan,60-64,12
Urban,Female,Primary education,Telenești,Moldovan,65-69,34
Urban,Female,Primary education,Telenești,Moldovan,70+,133
Urban,Female,Primary education,Telenești,Moldovan,<15,24
Urban,Female,Primary education,Telenești,Roma,70+,1
Urban,Female,Primary education,Telenești,Romanian,15-19,3
Urban,Female,Primary education,Telenești,Romanian,30-34,1
Urban,Female,Primary education,Telenești,Romanian,60-64,1
Urban,Female,Primary education,Telenești,Romanian,65-69,4
Urban,Female,Primary education,Telenești,Romanian,70+,11
Urban,Female,Primary education,Telenești,Romanian,<15,5
Urban,Female,Primary education,Telenești,Russian,65-69,1
Urban,Female,Primary education,Telenești,Russian,70+,2
Urban,Female,Primary education,Telenești,Ukrainian,70+,3
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,15-19,28
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,20-24,3
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,25-29,6
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,30-34,6
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,35-39,6
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,40-44,5
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,45-49,5
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,50-54,6
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,55-59,9
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,60-64,14
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,65-69,34
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,70+,117
Urban,Female,Primary education,UTA Găgăuzia,Bulgarian,<15,25
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,15-19,362
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,20-24,42
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,25-29,66
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,30-34,74
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,35-39,62
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,40-44,50
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,45-49,50
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,50-54,63
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,55-59,97
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,60-64,192
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,65-69,432
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,70+,1316
Urban,Female,Primary education,UTA Găgăuzia,Gagauz,<15,403
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,15-19,56
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,20-24,4
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,25-29,5
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,30-34,6
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,35-39,6
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,40-44,4
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,45-49,4
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,50-54,5
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,55-59,10
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,60-64,25
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,65-69,65
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,70+,284
Urban,Female,Primary education,UTA Găgăuzia,Moldovan,<15,32
Urban,Female,Primary education,UTA Găgăuzia,Other,15-19,4
Urban,Female,Primary education,UTA Găgăuzia,Other,30-34,1
Urban,Female,Primary education,UTA Găgăuzia,Other,55-59,1
Urban,Female,Primary education,UTA Găgăuzia,Other,60-64,1
Urban,Female,Primary education,UTA Găgăuzia,Other,65-69,5
Urban,Female,Primary education,UTA Găgăuzia,Other,70+,15
Urban,Female,Primary education,UTA Găgăuzia,Other,<15,4
Urban,Female,Primary education,UTA Găgăuzia,Roma,15-19,2
Urban,Female,Primary education,UTA Găgăuzia,Roma,60-64,2
Urban,Female,Primary education,UTA Găgăuzia,Roma,65-69,3
Urban,Female,Primary education,UTA Găgăuzia,Roma,70+,12
Urban,Female,Primary education,UTA Găgăuzia,Roma,<15,2
Urban,Female,Primary education,UTA Găgăuzia,Romanian,70+,2
Urban,Female,Primary education,UTA Găgăuzia,Russian,15-19,29
Urban,Female,Primary education,UTA Găgăuzia,Russian,20-24,4
Urban,Female,Primary education,UTA Găgăuzia,Russian,25-29,5
Urban,Female,Primary education,UTA Găgăuzia,Russian,30-34,6
Urban,Female,Primary education,UTA Găgăuzia,Russian,35-39,5
Urban,Female,Primary education,UTA Găgăuzia,Russian,40-44,4
Urban,Female,Primary education,UTA Găgăuzia,Russian,45-49,4
Urban,Female,Primary education,UTA Găgăuzia,Russian,50-54,5
Urban,Female,Primary education,UTA Găgăuzia,Russian,55-59,8
Urban,Female,Primary education,UTA Găgăuzia,Russian,60-64,16
Urban,Female,Primary education,UTA Găgăuzia,Russian,65-69,42
Urban,Female,Primary education,UTA Găgăuzia,Russian,70+,170
Urban,Female,Primary education,UTA Găgăuzia,Russian,<15,28
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,15-19,19
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,20-24,1
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,25-29,2
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,30-34,3
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,35-39,2
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,40-44,2
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,45-49,2
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,50-54,3
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,55-59,6
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,60-64,12
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,65-69,27
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,70+,113
Urban,Female,Primary education,UTA Găgăuzia,Ukrainian,<15,20
Urban,Female,Primary education,Ungheni,Bulgarian,70+,1
Urban,Female,Primary education,Ungheni,Moldovan,15-19,216
Urban,Female,Primary education,Ungheni,Moldovan,20-24,16
Urban,Female,Primary education,Ungheni,Moldovan,25-29,28
Urban,Female,Primary education,Ungheni,Moldovan,30-34,25
Urban,Female,Primary education,Ungheni,Moldovan,35-39,21
Urban,Female,Primary education,Ungheni,Moldovan,40-44,16
Urban,Female,Primary education,Ungheni,Moldovan,45-49,17
Urban,Female,Primary education,Ungheni,Moldovan,50-54,18
Urban,Female,Primary education,Ungheni,Moldovan,55-59,27
Urban,Female,Primary education,Ungheni,Moldovan,60-64,51
Urban,Female,Primary education,Ungheni,Moldovan,65-69,154
Urban,Female,Primary education,Ungheni,Moldovan,70+,706
Urban,Female,Primary education,Ungheni,Moldovan,<15,149
Urban,Female,Primary education,Ungheni,Other,70+,2
Urban,Female,Primary education,Ungheni,Roma,70+,1
Urban,Female,Primary education,Ungheni,Romanian,15-19,9
Urban,Female,Primary education,Ungheni,Romanian,20-24,2
Urban,Female,Primary education,Ungheni,Romanian,25-29,2
Urban,Female,Primary education,Ungheni,Romanian,30-34,2
Urban,Female,Primary education,Ungheni,Romanian,35-39,2
Urban,Female,Primary education,Ungheni,Romanian,40-44,1
Urban,Female,Primary education,Ungheni,Romanian,45-49,1
Urban,Female,Primary education,Ungheni,Romanian,50-54,2
Urban,Female,Primary education,Ungheni,Romanian,55-59,2
Urban,Female,Primary education,Ungheni,Romanian,60-64,2
Urban,Female,Primary education,Ungheni,Romanian,65-69,7
Urban,Female,Primary education,Ungheni,Romanian,70+,23
Urban,Female,Primary education,Ungheni,Romanian,<15,12
Urban,Female,Primary education,Ungheni,Russian,15-19,6
Urban,Female,Primary education,Ungheni,Russian,25-29,1
Urban,Female,Primary education,Ungheni,Russian,30-34,2
Urban,Female,Primary education,Ungheni,Russian,35-39,2
Urban,Female,Primary education,Ungheni,Russian,40-44,1
Urban,Female,Primary education,Ungheni,Russian,50-54,1
Urban,Female,Primary education,Ungheni,Russian,55-59,1
Urban,Female,Primary education,Ungheni,Russian,60-64,2
Urban,Female,Primary education,Ungheni,Russian,65-69,5
Urban,Female,Primary education,Ungheni,Russian,70+,23
Urban,Female,Primary education,Ungheni,Russian,<15,5
Urban,Female,Primary education,Ungheni,Ukrainian,15-19,10
Urban,Female,Primary education,Ungheni,Ukrainian,25-29,1
Urban,Female,Primary education,Ungheni,Ukrainian,30-34,2
Urban,Female,Primary education,Ungheni,Ukrainian,35-39,2
Urban,Female,Primary education,Ungheni,Ukrainian,40-44,1
Urban,Female,Primary education,Ungheni,Ukrainian,45-49,1
Urban,Female,Primary education,Ungheni,Ukrainian,50-54,2
Urban,Female,Primary education,Ungheni,Ukrainian,55-59,2
Urban,Female,Primary education,Ungheni,Ukrainian,60-64,3
Urban,Female,Primary education,Ungheni,Ukrainian,65-69,9
Urban,Female,Primary education,Ungheni,Ukrainian,70+,37
Urban,Female,Primary education,Ungheni,Ukrainian,<15,9
Urban,Female,Primary education,Șoldănești,Moldovan,15-19,31
Urban,Female,Primary education,Șoldănești,Moldovan,20-24,2
Urban,Female,Primary education,Șoldănești,Moldovan,25-29,4
Urban,Female,Primary education,Șoldănești,Moldovan,30-34,3
Urban,Female,Primary education,Șoldănești,Moldovan,35-39,3
Urban,Female,Primary education,Șoldănești,Moldovan,40-44,2
Urban,Female,Primary education,Șoldănești,Moldovan,45-49,3
Urban,Female,Primary education,Șoldănești,Moldovan,50-54,3
Urban,Female,Primary education,Șoldănești,Moldovan,55-59,5
Urban,Female,Primary education,Șoldănești,Moldovan,60-64,10
Urban,Female,Primary education,Șoldănești,Moldovan,65-69,33
Urban,Female,Primary education,Șoldănești,Moldovan,70+,149
Urban,Female,Primary education,Șoldănești,Moldovan,<15,25
Urban,Female,Primary education,Șoldănești,Roma,70+,1
Urban,Female,Primary education,Șoldănești,Romanian,15-19,1
Urban,Female,Primary education,Șoldănești,Romanian,65-69,1
Urban,Female,Primary education,Șoldănești,Romanian,70+,2
Urban,Female,Primary education,Șoldănești,Romanian,<15,2
Urban,Female,Primary education,Șoldănești,Russian,65-69,1
Urban,Female,Primary education,Șoldănești,Russian,70+,2
Urban,Female,Primary education,Șoldănești,Ukrainian,70+,4
Urban,Female,Primary education,Ștefan Vodă,Bulgarian,70+,1
Urban,Female,Primary education,Ștefan Vodă,Moldovan,15-19,37
Urban,Female,Primary education,Ștefan Vodă,Moldovan,20-24,1
Urban,Female,Primary education,Ștefan Vodă,Moldovan,25-29,5
Urban,Female,Primary education,Ștefan Vodă,Moldovan,30-34,4
Urban,Female,Primary education,Ștefan Vodă,Moldovan,35-39,3
Urban,Female,Primary education,Ștefan Vodă,Moldovan,40-44,2
Urban,Female,Primary education,Ștefan Vodă,Moldovan,45-49,2
Urban,Female,Primary education,Ștefan Vodă,Moldovan,50-54,3
Urban,Female,Primary education,Ștefan Vodă,Moldovan,55-59,6
Urban,Female,Primary education,Ștefan Vodă,Moldovan,60-64,14
Urban,Female,Primary education,Ștefan Vodă,Moldovan,65-69,42
Urban,Female,Primary education,Ștefan Vodă,Moldovan,70+,146
Urban,Female,Primary education,Ștefan Vodă,Moldovan,<15,24
Urban,Female,Primary education,Ștefan Vodă,Romanian,15-19,2
Urban,Female,Primary education,Ștefan Vodă,Romanian,60-64,1
Urban,Female,Primary education,Ștefan Vodă,Romanian,65-69,3
Urban,Female,Primary education,Ștefan Vodă,Romanian,70+,8
Urban,Female,Primary education,Ștefan Vodă,Romanian,<15,3
Urban,Female,Primary education,Ștefan Vodă,Russian,15-19,3
Urban,Female,Primary education,Ștefan Vodă,Russian,60-64,1
Urban,Female,Primary education,Ștefan Vodă,Russian,65-69,3
Urban,Female,Primary education,Ștefan Vodă,Russian,70+,12
Urban,Female,Primary education,Ștefan Vodă,Russian,<15,3
Urban,Female,Primary education,Ștefan Vodă,Ukrainian,15-19,3
Urban,Female,Primary education,Ștefan Vodă,Ukrainian,60-64,1
Urban,Female,Primary education,Ștefan Vodă,Ukrainian,65-69,2
Urban,Female,Primary education,Ștefan Vodă,Ukrainian,70+,10
Urban,Female,Primary education,Ștefan Vodă,Ukrainian,<15,2
Urban,Female,Secondary vocational education,Anenii Noi,Bulgarian,25-29,1
Urban,Female,Secondary vocational education,Anenii Noi,Bulgarian,30-34,1
Urban,Female,Secondary vocational education,Anenii Noi,Bulgarian,35-39,1
Urban,Female,Secondary vocational education,Anenii Noi,Bulgarian,40-44,1
Urban,Female,Secondary vocational education,Anenii Noi,Bulgarian,45-49,1
Urban,Female,Secondary vocational education,Anenii Noi,Bulgarian,50-54,1
Urban,Female,Secondary vocational education,Anenii Noi,Bulgarian,<15,2
Urban,Female,Secondary vocational education,Anenii Noi,Gagauz,<15,1
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,15-19,7
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,20-24,16
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,25-29,25
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,30-34,30
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,35-39,28
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,40-44,30
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,45-49,28
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,50-54,32
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,55-59,35
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,60-64,26
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,65-69,19
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,70+,12
Urban,Female,Secondary vocational education,Anenii Noi,Moldovan,<15,69
Urban,Female,Secondary vocational education,Anenii Noi,Other,30-34,1
Urban,Female,Secondary vocational education,Anenii Noi,Other,35-39,1
Urban,Female,Secondary vocational education,Anenii Noi,Other,40-44,1
Urban,Female,Secondary vocational education,Anenii Noi,Other,<15,2
Urban,Female,Secondary vocational education,Anenii Noi,Roma,<15,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,20-24,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,25-29,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,30-34,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,35-39,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,40-44,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,45-49,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,50-54,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,55-59,1
Urban,Female,Secondary vocational education,Anenii Noi,Romanian,<15,3
Urban,Female,Secondary vocational education,Anenii Noi,Russian,15-19,1
Urban,Female,Secondary vocational education,Anenii Noi,Russian,20-24,2
Urban,Female,Secondary vocational education,Anenii Noi,Russian,25-29,5
Urban,Female,Secondary vocational education,Anenii Noi,Russian,30-34,5
Urban,Female,Secondary vocational education,Anenii Noi,Russian,35-39,5
Urban,Female,Secondary vocational education,Anenii Noi,Russian,40-44,5
Urban,Female,Secondary vocational education,Anenii Noi,Russian,45-49,4
Urban,Female,Secondary vocational education,Anenii Noi,Russian,50-54,5
Urban,Female,Secondary vocational education,Anenii Noi,Russian,55-59,4
Urban,Female,Secondary vocational education,Anenii Noi,Russian,60-64,4
Urban,Female,Secondary vocational education,Anenii Noi,Russian,65-69,4
Urban,Female,Secondary vocational education,Anenii Noi,Russian,70+,3
Urban,Female,Secondary vocational education,Anenii Noi,Russian,<15,11
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,15-19,1
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,20-24,2
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,25-29,5
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,30-34,7
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,35-39,7
Urban,Female,Secondary vocational education,Anenii Noi,Ukrainian,40-44,7
