,age_group,education,gender,nationality,electoral_district,unit,urban_rural,N
1951,45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,172
1952,45-54,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Urban,241
1953,45-54,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Rural,203
1954,45-54,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,Small town,67
1955,45-54,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,862
1956,45-54,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,252
1957,45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,526
1958,45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,128
1959,45-54,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,231
1960,45-54,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,40
1961,45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,594
1962,45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,686
1963,45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,330
1964,45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,246
1965,45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,102
1966,45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,116
1967,45-54,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Urban,2024
1968,45-54,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Rural,30
1969,45-54,Secondary education,Female,Estonian,Tartu linn,Tartu linn,Small town,7
1970,45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,Urban,2856
1971,45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,Rural,6
1972,45-54,Basic education,Female,Estonian,Tartu linn,Tartu linn,Urban,299
1973,45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1652
1974,45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,155
1975,45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,1167
1976,45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,191
1977,45-54,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Rural,347
1978,45-54,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,Small town,19
1979,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,392
1980,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,481
1981,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,216
1982,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,228
1983,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,86
1984,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,87
1985,45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,602
1986,45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,906
1987,45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,72
1988,45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,443
1989,45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,321
1990,45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,50
1991,45-54,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Urban,145
1992,45-54,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Rural,239
1993,45-54,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,Small town,13
1994,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,491
1995,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,731
1996,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,55
1997,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,207
1998,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,398
1999,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,16
2000,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,67
2001,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,136
2002,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,10
2003,45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,527
2004,45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,467
2005,45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,28
2006,45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,214
2007,45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,273
2008,45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,7
2009,45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,164
2010,45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,161
2011,45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,7
2012,45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,1471
2013,45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,1042
2014,45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,85
2015,45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,555
2016,45-54,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,417
2017,45-54,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,Tallinn,33
2018,45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,96
2019,45-54,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,93
2020,45-54,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,Tallinn,6
2021,45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,71
2022,45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,133
2023,45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,1
2024,45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,557
2025,45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,316
2026,45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,45
2027,45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,187
2028,45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,357
2029,45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,222
2030,45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,123
2031,45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,187
2032,45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,191
2033,45-54,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Urban,12
2034,45-54,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Rural,35
2035,45-54,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,Small town,14
2036,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,1
2037,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,1
2038,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,1
2039,45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,1560
2040,45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,290
2041,45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,Small town,3
2042,45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,1133
2043,45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,222
2044,45-54,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Urban,66
2045,45-54,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,Rural,25
2046,45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,66
2047,45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,25
2048,45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,14
2049,45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,5
2050,45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,9
2051,45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,3
2052,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,13
2053,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,18
2054,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,12
2055,45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,4
2056,45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,5
2057,45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,3
2058,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Urban,3
2059,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Rural,10
2060,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,Small town,3
2061,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,31
2062,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,22
2063,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,3
2064,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,5
2065,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,3
2066,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,5
2067,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,5
2068,45-54,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,53
2069,45-54,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,111
2070,45-54,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,29
2071,45-54,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,19
2072,45-54,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,32
2073,45-54,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,9
2074,45-54,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Urban,7
2075,45-54,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Rural,21
2076,45-54,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,Small town,5
2077,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,25
2078,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,11
2079,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,3
2080,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,2
2081,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,4
2082,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,2
2083,45-54,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Urban,130
2084,45-54,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Rural,75
2085,45-54,Secondary education,Female,Other,Pärnumaa,Pärnumaa,Small town,20
2086,45-54,Higher education,Female,Other,Pärnumaa,Pärnumaa,Urban,52
2087,45-54,Higher education,Female,Other,Pärnumaa,Pärnumaa,Rural,22
2088,45-54,Higher education,Female,Other,Pärnumaa,Pärnumaa,Small town,9
2089,45-54,Basic education,Female,Other,Pärnumaa,Pärnumaa,Urban,13
2090,45-54,Basic education,Female,Other,Pärnumaa,Pärnumaa,Rural,11
2091,45-54,Basic education,Female,Other,Pärnumaa,Pärnumaa,Small town,4
2092,45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,50
2093,45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,15
2094,45-54,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,14
2095,45-54,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,4
2096,45-54,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,Rural,12
2097,45-54,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,Small town,2
2098,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,2
2099,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,2
2100,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,5
2101,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,3
2102,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Urban,1
2103,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,Rural,2
2104,45-54,Secondary education,Female,Other,Tartu linn,Tartu linn,Urban,434
2105,45-54,Secondary education,Female,Other,Tartu linn,Tartu linn,Rural,6
2106,45-54,Secondary education,Female,Other,Tartu linn,Tartu linn,Small town,2
2107,45-54,Higher education,Female,Other,Tartu linn,Tartu linn,Urban,216
2108,45-54,Basic education,Female,Other,Tartu linn,Tartu linn,Urban,51
2109,45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,139
2110,45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,13
2111,45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,58
2112,45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,9
2113,45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Rural,34
2114,45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,Small town,2
2115,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,57
2116,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,69
2117,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,18
2118,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,19
2119,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Urban,8
2120,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,Rural,8
2121,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,22
2122,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,33
2123,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,3
2124,45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,3
2125,45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,2
2126,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Urban,5
2127,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Rural,9
2128,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,Small town,1
2129,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,20
2130,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,30
2131,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,2
2132,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,7
2133,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,13
2134,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Small town,1
2135,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Urban,3
2136,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,Rural,5
2137,55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,451
2138,55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,415
2139,55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,Tallinn,29
2140,55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,677
2141,55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,799
2142,55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,Tallinn,48
2143,55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,507
2144,55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,363
2145,55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,Tallinn,31
2146,55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,818
2147,55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,334
2148,55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,Tallinn,84
2149,55-64,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,876
2150,55-64,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,444
2151,55-64,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,Tallinn,88
2152,55-64,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,743
2153,55-64,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,749
2154,55-64,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,Tallinn,75
2155,55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,261
2156,55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,321
2157,55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,Tallinn,16
2158,55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,716
2159,55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,353
2160,55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,Tallinn,83
2161,55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,928
2162,55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,1772
2163,55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,1102
2164,55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,449
2165,55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,683
2166,55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,696
2167,55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Urban,123
2168,55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Rural,351
2169,55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,Small town,136
2170,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,401
2171,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,86
2172,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,Rural,131
2173,55-64,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,1014
2174,55-64,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,188
2175,55-64,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,2
2176,55-64,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,192
2177,55-64,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,38
2178,55-64,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Urban,119
2179,55-64,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Rural,44
2180,55-64,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,Small town,1
2181,55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,827
2182,55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,316
2183,55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,154
2184,55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,62
2185,55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Rural,247
2186,55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,Small town,73
2187,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,407
2188,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,578
2189,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,373
2190,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,75
2191,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,101
2192,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,58
2193,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Urban,66
2194,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Rural,196
2195,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,Small town,59
2196,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,409
2197,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,285
2198,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,37
2199,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,111
2200,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,65
2201,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,3
2202,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Urban,103
2203,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Rural,97
2204,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,Small town,9
2205,55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,610
2206,55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,1287
2207,55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,335
2208,55-64,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,132
2209,55-64,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,226
2210,55-64,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,65
2211,55-64,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Urban,116
2212,55-64,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Rural,341
2213,55-64,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,Small town,85
2214,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,779
2215,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,342
2216,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,136
2217,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,64
2218,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Rural,174
2219,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,Small town,88
2220,55-64,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,Urban,1877
2221,55-64,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,Rural,1087
2222,55-64,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,Small town,284
2223,55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,Urban,448
2224,55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,Rural,189
2225,55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,Small town,77
2226,55-64,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,Urban,278
2227,55-64,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,Rural,235
2228,55-64,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,Small town,77
2229,55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,1004
2230,55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,293
2231,55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Rural,224
2232,55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,Small town,54
