,gender,age,ethnicity,party,conservative,discrimination
1439,male,35,estonian,Isamaa,1,0
1440,male,51,estonian,SDE,0,0
1441,female,50,estonian,SDE,0,0
1442,female,60,estonian,Isamaa,1,1
1443,male,64,estonian,EKRE,1,0
1444,male,47,estonian,EKRE,1,1
1445,male,42,estonian,Parempoolsed,0,0
1446,female,40,estonian,Isamaa,0,0
1447,female,37,estonian,SDE,0,0
1448,female,28,estonian,EKRE,1,1
1449,female,43,other,Keskerakond,1,0
1450,female,40,estonian,EKRE,1,1
1451,male,75,estonian,Reform,1,1
1452,female,51,estonian,SDE,0,0
1453,male,43,estonian,SDE,0,1
1454,male,52,other,SDE,0,0
1455,male,34,estonian,Isamaa,1,0
1456,female,47,other,Keskerakond,1,1
1457,female,54,estonian,Isamaa,1,0
1458,female,48,other,EKRE,1,1
1459,male,45,estonian,Reform,0,0
1460,male,81,other,EKRE,1,1
1461,male,67,estonian,Reform,0,0
1462,male,54,estonian,Parempoolsed,1,1
1463,male,51,estonian,Isamaa,1,1
1464,male,53,other,Keskerakond,0,1
1465,female,37,estonian,EKRE,1,1
1466,female,45,estonian,Isamaa,1,0
1467,female,26,estonian,Isamaa,1,0
1468,female,48,estonian,Parempoolsed,1,0
1469,male,50,estonian,SDE,0,0
1470,male,39,estonian,E200,0,0
1471,female,75,estonian,Parempoolsed,1,1
1472,male,69,estonian,Isamaa,1,1
1473,female,58,estonian,EKRE,0,1
1474,female,50,other,Keskerakond,1,0
1475,female,66,estonian,Reform,1,0
1476,male,33,estonian,EKRE,1,1
1477,female,61,estonian,EKRE,1,1
1478,female,33,estonian,Reform,0,0
1479,female,62,other,Reform,0,0
1480,male,41,estonian,Isamaa,1,0
1481,male,67,estonian,EKRE,1,1
1482,female,73,estonian,Reform,0,0
1483,male,35,estonian,Reform,0,0
1484,male,48,estonian,Isamaa,1,0
1485,male,78,other,Keskerakond,1,0
1486,male,48,estonian,Isamaa,0,0
1487,male,66,estonian,EKRE,1,0
1488,male,52,estonian,Keskerakond,1,1
1489,male,45,estonian,Reform,0,0
1490,male,41,estonian,Isamaa,1,0
1491,male,37,estonian,Keskerakond,1,1
1492,male,60,estonian,Reform,0,0
1493,female,45,other,SDE,0,0
1494,female,49,estonian,Keskerakond,0,1
1495,male,49,other,Reform,0,0
1496,female,52,other,Reform,0,0
1497,female,66,estonian,Isamaa,1,0
1498,male,77,estonian,Isamaa,1,0
1499,male,46,estonian,EKRE,1,1
1500,male,64,estonian,Reform,0,0
1501,female,60,estonian,Reform,0,0
1502,female,52,estonian,Isamaa,1,0
1503,male,74,other,Isamaa,1,0
1504,male,37,estonian,EKRE,1,0
1505,male,32,estonian,EKRE,1,1
1506,female,65,estonian,Keskerakond,1,1
1507,female,47,estonian,Isamaa,0,0
1508,female,65,estonian,Reform,1,0
1509,female,68,estonian,Parempoolsed,0,0
1510,male,29,estonian,Isamaa,1,0
1511,male,67,estonian,EKRE,1,1
1512,male,47,estonian,Isamaa,1,0
1513,male,49,estonian,Reform,0,0
1514,female,54,estonian,Reform,0,0
1515,female,71,estonian,EKRE,1,1
1516,male,24,other,Reform,1,0
1517,male,48,estonian,E200,0,0
1518,female,56,estonian,Isamaa,0,0
1519,male,58,estonian,Isamaa,1,0
1520,female,57,estonian,SDE,0,0
1521,male,34,estonian,Reform,0,0
1522,male,42,estonian,SDE,0,1
1523,male,44,estonian,Reform,0,0
1524,male,62,estonian,SDE,0,0
1525,male,41,estonian,EKRE,0,0
1526,male,38,other,Keskerakond,1,1
1527,male,74,estonian,E200,0,0
1528,female,22,estonian,Reform,0,1
1529,female,82,estonian,Isamaa,1,0
1530,female,56,estonian,Isamaa,1,0
1531,female,64,estonian,Isamaa,0,1
1532,female,41,estonian,Isamaa,0,1
1533,male,23,estonian,EKRE,1,1
1534,male,59,estonian,Reform,0,0
1535,female,64,estonian,Reform,0,0
1536,male,59,estonian,EKRE,1,1
1537,female,34,other,Keskerakond,0,1
1538,female,59,estonian,Isamaa,1,0
1539,male,60,estonian,Isamaa,1,0
1540,male,55,estonian,Isamaa,1,0
1541,male,60,estonian,Reform,1,0
1542,female,65,estonian,Isamaa,0,0
1543,male,53,estonian,Isamaa,1,1
1544,female,31,estonian,EKRE,1,0
1545,female,48,estonian,SDE,0,0
1546,female,30,estonian,Isamaa,1,1
1547,male,46,estonian,Reform,0,1
1548,male,46,estonian,Keskerakond,1,1
1549,female,29,estonian,SDE,0,0
1550,male,44,estonian,E200,0,0
1551,male,32,estonian,Isamaa,1,0
1552,male,62,estonian,Isamaa,1,0
1553,female,73,estonian,SDE,0,0
1554,female,29,estonian,Reform,0,0
1555,male,74,estonian,Reform,0,0
1556,female,50,estonian,Keskerakond,1,1
1557,male,42,other,Keskerakond,1,0
1558,male,30,estonian,E200,0,0
1559,male,49,estonian,Parempoolsed,1,1
1560,male,62,estonian,Keskerakond,1,1
1561,female,57,estonian,Isamaa,1,1
1562,female,27,estonian,SDE,0,0
1563,female,29,estonian,Isamaa,1,0
1564,male,45,estonian,Isamaa,1,0
1565,male,41,estonian,E200,0,0
1566,male,39,estonian,Isamaa,1,1
1567,female,41,estonian,Isamaa,1,0
1568,male,62,estonian,Isamaa,1,1
1569,female,71,estonian,SDE,0,0
1570,female,46,estonian,Reform,0,0
1571,female,69,estonian,Keskerakond,1,0
1572,female,42,estonian,Isamaa,1,0
1573,female,48,estonian,SDE,0,0
1574,female,38,estonian,SDE,0,1
1575,male,54,estonian,EKRE,1,0
1576,male,77,estonian,EKRE,1,0
1577,female,53,estonian,Isamaa,1,1
1578,female,44,estonian,Parempoolsed,0,0
1579,male,55,estonian,Reform,0,1
1580,female,33,estonian,E200,0,0
1581,female,68,estonian,EKRE,1,0
1582,male,49,other,Keskerakond,1,1
1583,female,47,estonian,SDE,0,0
1584,female,52,other,Keskerakond,1,1
1585,female,54,estonian,Parempoolsed,0,0
1586,male,29,estonian,EKRE,1,1
1587,male,56,estonian,Isamaa,1,1
1588,male,39,other,Keskerakond,1,0
1589,female,58,other,Keskerakond,1,1
1590,female,63,estonian,Reform,0,0
1591,male,62,estonian,Isamaa,1,0
1592,female,51,estonian,Reform,0,0
1593,female,50,other,EKRE,1,1
1594,female,34,estonian,EKRE,1,0
1595,female,61,other,Keskerakond,1,0
1596,female,40,other,Keskerakond,1,1
1597,male,49,estonian,Isamaa,1,0
1598,female,41,estonian,EKRE,1,1
1599,male,34,estonian,Isamaa,1,0
1600,female,54,estonian,Isamaa,1,0
1601,male,28,other,Keskerakond,1,1
1602,female,59,estonian,E200,0,0
1603,male,42,estonian,EKRE,1,0
1604,female,18,estonian,SDE,0,0
1605,male,49,estonian,E200,0,0
1606,female,27,estonian,SDE,0,0
1607,male,41,estonian,Isamaa,1,1
1608,female,57,estonian,Parempoolsed,1,0
1609,male,29,estonian,EKRE,1,0
1610,male,64,estonian,EKRE,1,1
1611,female,20,estonian,Isamaa,1,1
1612,female,39,other,Reform,0,0
1613,male,59,estonian,Isamaa,1,0
1614,female,42,estonian,Isamaa,1,0
1615,male,32,other,EKRE,1,1
1616,male,44,other,SDE,0,1
1617,male,40,estonian,SDE,0,1
1618,female,64,estonian,EKRE,1,1
1619,male,42,estonian,SDE,0,0
1620,male,61,other,SDE,0,0
1621,female,68,estonian,SDE,0,0
1622,female,47,estonian,Isamaa,1,0
1623,female,69,other,Keskerakond,1,0
1624,female,45,estonian,Parempoolsed,1,1
1625,male,75,other,Keskerakond,1,0
1626,male,31,estonian,EKRE,1,0
1627,male,56,estonian,EKRE,1,1
1628,male,49,estonian,Reform,0,0
1629,female,45,estonian,Reform,0,0
1630,male,54,estonian,Isamaa,1,0
1631,male,57,estonian,EKRE,1,1
1632,female,20,estonian,SDE,0,0
1633,male,36,estonian,SDE,0,0
1634,male,57,estonian,Isamaa,1,0
1635,male,55,estonian,Parempoolsed,0,1
1636,male,75,estonian,EKRE,1,1
1637,male,60,other,Keskerakond,1,0
1638,male,73,other,Keskerakond,1,0
1639,female,57,estonian,SDE,0,0
1640,female,42,estonian,Parempoolsed,1,0
1641,male,32,estonian,EKRE,1,0
1642,male,61,estonian,SDE,0,0
1643,female,54,estonian,Isamaa,1,1
1644,male,27,other,Keskerakond,1,1
1645,male,44,other,Keskerakond,1,1
1646,male,74,other,Keskerakond,0,0
1647,female,49,estonian,Isamaa,1,1
1648,male,46,estonian,SDE,0,1
1649,female,47,estonian,Isamaa,1,0
1650,male,38,estonian,Isamaa,1,1
1651,female,44,other,Keskerakond,0,0
1652,female,44,estonian,Reform,0,1
1653,male,28,estonian,SDE,0,0
1654,female,60,estonian,EKRE,1,1
1655,male,46,estonian,Isamaa,1,1
1656,female,63,estonian,SDE,0,0
1657,male,65,estonian,Reform,0,0
1658,male,38,estonian,Isamaa,1,0
1659,female,55,other,Keskerakond,1,1
1660,male,48,estonian,Reform,0,0
1661,male,67,estonian,Reform,0,0
1662,female,38,estonian,Reform,0,1
1663,male,56,estonian,SDE,0,0
1664,male,53,estonian,SDE,0,0
1665,female,41,other,Keskerakond,1,1
1666,female,34,estonian,Isamaa,1,0
1667,male,55,estonian,SDE,0,0
1668,male,59,estonian,Keskerakond,1,0
1669,female,42,other,Keskerakond,1,1
1670,female,54,other,EKRE,1,0
1671,male,45,estonian,SDE,0,0
1672,female,57,other,Keskerakond,1,1
1673,male,37,estonian,Isamaa,1,0
1674,male,68,estonian,EKRE,1,1
1675,male,41,estonian,SDE,0,0
1676,male,44,estonian,Isamaa,1,1
1677,male,28,estonian,Parempoolsed,0,0
1678,female,32,other,Keskerakond,1,1
1679,female,49,estonian,Keskerakond,1,1
1680,female,40,estonian,Isamaa,1,0
1681,female,64,estonian,Isamaa,1,1
1682,male,23,estonian,Parempoolsed,1,0
1683,male,45,estonian,EKRE,1,1
1684,male,43,estonian,Keskerakond,1,1
1685,male,24,estonian,EKRE,1,1
1686,female,33,estonian,Isamaa,1,0
1687,male,46,estonian,Isamaa,1,0
1688,male,49,estonian,Reform,0,0
1689,female,46,estonian,Parempoolsed,0,0
1690,female,50,estonian,EKRE,1,1
1691,female,52,estonian,EKRE,1,1
1692,female,22,estonian,EKRE,1,0
1693,male,48,estonian,Reform,1,0
1694,male,75,estonian,EKRE,1,0
1695,female,50,estonian,SDE,0,0
1696,male,56,other,EKRE,1,0
1697,male,42,estonian,EKRE,1,1
1698,male,61,estonian,Isamaa,1,0
1699,female,60,estonian,Parempoolsed,0,0
1700,male,50,estonian,Isamaa,1,0
1701,female,77,estonian,Isamaa,1,0
1702,male,33,estonian,Keskerakond,1,1
1703,male,23,estonian,Reform,0,1
1704,male,60,estonian,EKRE,1,1
1705,female,62,estonian,EKRE,1,1
1706,male,33,other,Keskerakond,0,1
1707,female,40,estonian,Isamaa,1,0
1708,female,23,estonian,SDE,0,0
1709,female,41,other,Keskerakond,0,1
1710,male,60,estonian,EKRE,1,1
1711,male,49,estonian,EKRE,1,1
1712,male,44,estonian,Isamaa,1,1
1713,male,44,other,Keskerakond,0,0
1714,female,19,estonian,Reform,1,1
1715,female,42,estonian,EKRE,1,1
1716,female,54,estonian,Reform,0,0
1717,male,76,estonian,Parempoolsed,0,0
1718,female,65,other,EKRE,1,1
1719,male,24,estonian,E200,0,0
1720,female,68,estonian,EKRE,1,1
1721,male,61,estonian,Isamaa,1,0
1722,male,61,estonian,Isamaa,1,0
1723,female,47,estonian,EKRE,1,0
1724,female,45,estonian,Isamaa,1,0
1725,female,42,estonian,Isamaa,1,0
1726,female,29,estonian,E200,0,0
1727,male,39,estonian,SDE,0,0
1728,female,39,estonian,Keskerakond,0,1
1729,female,48,estonian,Isamaa,1,0
1730,female,59,estonian,Isamaa,1,0
1731,male,48,estonian,Isamaa,1,1
1732,male,28,estonian,Keskerakond,0,0
1733,female,74,estonian,E200,0,0
1734,male,72,estonian,EKRE,1,1
1735,female,61,other,Isamaa,1,0
1736,male,80,estonian,Reform,1,0
1737,male,50,estonian,EKRE,1,1
1738,male,75,estonian,EKRE,1,1
1739,male,30,estonian,Reform,1,0
1740,female,44,other,Keskerakond,1,1
1741,female,38,estonian,Isamaa,1,1
1742,female,37,estonian,Isamaa,1,0
1743,male,34,estonian,Parempoolsed,1,0
1744,female,53,estonian,Isamaa,1,0
1745,female,61,estonian,Isamaa,0,0
1746,female,52,estonian,Isamaa,1,1
1747,male,34,estonian,Isamaa,1,1
1748,male,63,estonian,EKRE,0,1
1749,male,54,estonian,SDE,0,0
1750,female,45,estonian,EKRE,1,1
1751,female,56,estonian,EKRE,1,1
1752,female,40,estonian,Keskerakond,1,1
1753,male,43,estonian,EKRE,1,1
1754,male,70,other,SDE,0,0
1755,female,41,estonian,SDE,0,0
1756,male,48,estonian,Isamaa,1,0
1757,male,68,estonian,Keskerakond,1,0
1758,male,57,estonian,EKRE,0,1
1759,male,28,estonian,Parempoolsed,0,0
1760,female,34,estonian,Reform,0,0
1761,male,21,estonian,Parempoolsed,0,0
1762,male,54,other,Keskerakond,1,0
1763,male,47,estonian,Isamaa,1,0
1764,male,34,estonian,Reform,0,0
1765,female,74,estonian,Parempoolsed,1,0
1766,female,50,estonian,SDE,1,0
1767,male,39,estonian,Isamaa,1,0
1768,male,49,other,Keskerakond,0,1
1769,male,56,estonian,EKRE,1,1
1770,male,30,estonian,Isamaa,1,0
1771,male,41,estonian,EKRE,1,1
1772,male,62,estonian,Isamaa,1,0
1773,female,47,estonian,SDE,0,0
1774,male,51,other,EKRE,1,1
1775,female,46,estonian,SDE,0,0
1776,female,27,other,Isamaa,1,0
1777,male,35,estonian,EKRE,1,1
1778,female,47,estonian,Isamaa,0,1
1779,female,38,estonian,Isamaa,1,0
1780,female,27,estonian,Isamaa,1,1
1781,female,65,estonian,Isamaa,1,0
1782,female,78,estonian,Reform,0,1
1783,female,62,estonian,Isamaa,1,0
1784,male,65,estonian,EKRE,1,1
1785,female,39,estonian,EKRE,1,1
1786,female,74,estonian,SDE,1,0
1787,female,37,estonian,E200,0,0
1788,male,73,estonian,EKRE,1,1
1789,female,81,estonian,EKRE,1,1
1790,male,57,estonian,Isamaa,1,1
1791,female,78,estonian,Parempoolsed,0,0
1792,male,51,estonian,Isamaa,1,1
1793,male,40,estonian,EKRE,1,1
1794,female,47,estonian,EKRE,1,1
1795,female,52,estonian,EKRE,1,1
1796,male,29,estonian,Isamaa,0,0
1797,female,53,estonian,SDE,0,0
1798,male,78,estonian,Isamaa,1,1
1799,male,37,estonian,Reform,0,0
1800,male,62,estonian,Isamaa,1,0
1801,male,69,estonian,Isamaa,1,1
1802,male,73,estonian,E200,0,0
1803,female,74,other,Isamaa,1,1
1804,male,50,estonian,SDE,0,1
1805,male,77,estonian,Reform,0,0
1806,female,60,estonian,Isamaa,1,0
1807,male,35,estonian,Parempoolsed,0,0
1808,female,48,estonian,Isamaa,1,1
1809,female,58,estonian,SDE,0,0
1810,female,39,estonian,Isamaa,1,0
1811,male,54,estonian,SDE,0,0
1812,male,55,estonian,Isamaa,1,0
1813,male,35,estonian,Reform,0,1
1814,female,51,estonian,SDE,0,0
1815,male,60,estonian,E200,0,0
1816,female,49,estonian,E200,0,1
1817,male,22,estonian,SDE,1,0
1818,female,22,estonian,SDE,0,0
1819,male,44,estonian,Isamaa,1,0
1820,male,71,estonian,Isamaa,1,0
1821,male,39,other,EKRE,1,1
1822,female,54,estonian,EKRE,0,0
1823,female,38,estonian,EKRE,0,1
1824,male,43,estonian,Reform,0,0
1825,male,65,estonian,Isamaa,1,0
1826,female,58,other,Keskerakond,1,1
1827,female,31,estonian,Isamaa,1,1
1828,female,46,estonian,EKRE,1,0
1829,male,25,estonian,EKRE,1,1
1830,female,48,estonian,SDE,1,0
1831,male,55,other,Keskerakond,1,1
1832,female,33,other,Keskerakond,1,1
1833,male,41,estonian,Isamaa,0,0
1834,female,45,other,Reform,1,0
1835,female,70,estonian,Isamaa,1,1
1836,female,80,estonian,EKRE,1,1
1837,female,27,estonian,EKRE,1,0
1838,female,60,estonian,Isamaa,1,0
1839,male,44,estonian,Isamaa,0,0
1840,female,45,estonian,Parempoolsed,1,1
1841,female,59,estonian,Parempoolsed,0,0
1842,female,70,estonian,EKRE,1,0
1843,male,73,estonian,Isamaa,1,0
1844,female,52,estonian,Isamaa,0,0
1845,male,44,estonian,EKRE,1,0
1846,female,61,estonian,Parempoolsed,0,0
1847,female,40,estonian,Isamaa,1,1
1848,male,51,other,Keskerakond,1,0
1849,female,44,estonian,Isamaa,1,0
1850,male,55,estonian,Parempoolsed,0,0
1851,male,39,estonian,EKRE,1,1
1852,female,37,estonian,SDE,0,0
1853,male,70,estonian,EKRE,1,0
1854,female,32,other,Keskerakond,1,1
1855,female,49,estonian,Isamaa,1,0
1856,male,38,estonian,Isamaa,1,0
1857,male,26,estonian,E200,0,0
1858,male,26,estonian,E200,0,0
1859,male,36,estonian,SDE,0,0
1860,female,66,other,Keskerakond,1,0
1861,female,41,estonian,SDE,0,0
1862,male,73,estonian,Isamaa,0,0
1863,female,52,estonian,EKRE,1,1
1864,female,47,estonian,EKRE,1,1
1865,female,52,other,Keskerakond,1,0
1866,female,49,estonian,EKRE,1,1
1867,male,60,estonian,Isamaa,1,1
1868,male,41,estonian,Reform,0,0
1869,female,44,estonian,SDE,1,0
1870,male,68,other,EKRE,1,1
1871,male,73,estonian,Isamaa,1,0
1872,male,68,estonian,Isamaa,1,0
1873,female,46,estonian,Isamaa,1,0
1874,female,61,other,EKRE,1,0
1875,female,48,estonian,Keskerakond,1,1
1876,male,49,estonian,Reform,0,0
1877,female,37,estonian,Keskerakond,1,1
1878,female,52,estonian,EKRE,1,1
1879,male,37,estonian,SDE,0,1
1880,female,43,estonian,Isamaa,1,0
1881,female,65,estonian,Reform,0,0
1882,male,38,estonian,SDE,0,0
1883,male,29,estonian,Isamaa,1,0
1884,male,29,estonian,Isamaa,0,0
1885,female,72,estonian,SDE,1,0
1886,female,49,estonian,EKRE,1,1
1887,female,46,other,Keskerakond,1,1
1888,male,63,estonian,Isamaa,1,1
1889,male,64,estonian,Keskerakond,1,1
1890,female,43,estonian,EKRE,1,0
1891,female,57,estonian,Isamaa,0,0
1892,male,60,other,Reform,1,1
1893,male,55,estonian,Isamaa,1,0
1894,male,35,estonian,EKRE,1,1
1895,male,67,estonian,Isamaa,1,0
1896,female,50,estonian,Isamaa,1,0
1897,male,41,estonian,EKRE,1,1
1898,female,46,estonian,Isamaa,1,0
1899,female,26,estonian,E200,0,0
1900,female,33,estonian,Isamaa,1,0
1901,male,60,other,EKRE,1,1
1902,male,18,estonian,Isamaa,1,1
1903,male,46,estonian,EKRE,1,1
1904,male,50,estonian,E200,0,0
1905,female,28,estonian,Isamaa,1,0
1906,male,76,estonian,Parempoolsed,0,0
1907,male,38,estonian,Isamaa,1,0
1908,female,42,other,Keskerakond,0,0
1909,male,42,other,Reform,0,0
1910,female,39,estonian,SDE,0,0
1911,female,19,estonian,Reform,1,0
1912,female,58,estonian,Reform,0,0
1913,female,75,estonian,Isamaa,1,1
1914,female,38,estonian,Isamaa,1,1
1915,female,55,estonian,E200,0,0
1916,female,59,estonian,EKRE,1,1
1917,female,65,estonian,EKRE,1,1
1918,male,46,other,Keskerakond,1,1
1919,male,42,estonian,EKRE,1,1
1920,male,43,estonian,Parempoolsed,1,0
1921,male,57,estonian,Keskerakond,1,1
1922,female,63,estonian,Reform,0,0
1923,male,36,estonian,SDE,0,0
1924,female,44,estonian,Isamaa,1,1
1925,male,69,estonian,Isamaa,1,0
1926,male,62,estonian,EKRE,1,0
1927,male,78,estonian,Isamaa,1,0
1928,female,59,estonian,Keskerakond,1,1
1929,male,45,other,E200,0,1
1930,female,52,estonian,EKRE,1,0
1931,female,55,estonian,EKRE,1,1
1932,male,30,estonian,Parempoolsed,0,0
1933,male,50,estonian,EKRE,1,0
1934,male,57,estonian,EKRE,1,1
1935,female,36,estonian,EKRE,1,1
1936,male,61,estonian,E200,0,1
1937,female,52,estonian,Reform,0,0
1938,female,73,estonian,SDE,0,0
1939,male,27,estonian,SDE,0,0
1940,male,40,estonian,EKRE,1,1
1941,female,53,estonian,EKRE,1,1
1942,female,42,estonian,SDE,0,0
1943,female,58,other,EKRE,1,1
1944,male,60,estonian,SDE,0,0
1945,female,32,estonian,Parempoolsed,1,0
1946,male,49,estonian,Reform,0,0
1947,female,49,other,Keskerakond,1,0
1948,female,44,estonian,SDE,0,0
1949,male,71,estonian,SDE,0,1
1950,female,64,estonian,EKRE,1,1
1951,male,57,estonian,Isamaa,1,1
1952,male,58,estonian,EKRE,1,1
1953,female,47,other,Keskerakond,1,1
1954,male,70,estonian,EKRE,1,0
1955,male,57,estonian,Keskerakond,1,0
1956,female,58,estonian,EKRE,1,1
1957,male,66,estonian,Reform,0,0
1958,male,41,estonian,Isamaa,1,0
1959,male,62,other,Keskerakond,0,0
1960,female,37,estonian,Reform,0,0
1961,male,43,estonian,Isamaa,1,0
1962,female,43,estonian,Isamaa,0,0
1963,female,77,estonian,SDE,0,0
1964,male,65,estonian,EKRE,1,0
1965,male,57,estonian,Isamaa,1,0
1966,male,58,estonian,Parempoolsed,1,0
1967,female,51,other,Keskerakond,1,1
1968,male,73,estonian,Parempoolsed,0,0
1969,male,49,estonian,EKRE,1,1
1970,male,45,estonian,EKRE,1,1
1971,male,35,estonian,E200,0,1
1972,male,61,estonian,Reform,0,0
1973,female,58,estonian,Keskerakond,1,0
1974,female,45,estonian,Isamaa,1,0
1975,male,24,estonian,EKRE,1,1
1976,male,64,estonian,Isamaa,1,1
1977,male,22,estonian,Isamaa,1,0
1978,male,57,estonian,Isamaa,1,0
1979,female,76,estonian,Isamaa,1,0
1980,male,47,estonian,Parempoolsed,0,0
1981,female,39,estonian,Isamaa,1,0
1982,female,57,other,Keskerakond,0,0
1983,male,63,estonian,SDE,0,0
1984,female,51,estonian,Reform,1,0
1985,female,75,estonian,Isamaa,1,0
1986,female,28,estonian,Keskerakond,1,1
1987,female,49,other,Reform,0,0
1988,male,58,other,Keskerakond,1,0
1989,male,66,other,Keskerakond,1,0
1990,female,36,estonian,Parempoolsed,1,0
1991,male,62,estonian,Reform,0,0
1992,male,51,estonian,EKRE,1,0
1993,male,45,estonian,Reform,0,0
1994,male,33,estonian,Isamaa,0,1
1995,male,66,estonian,E200,0,0
1996,female,35,estonian,Isamaa,1,1
1997,male,42,other,EKRE,1,1
1998,male,41,estonian,SDE,0,0
1999,male,66,estonian,Reform,0,0
