ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
884,25-34,F,"Some college or university, no certificate or degree",USA,White,25,49,54,37,41,0.52975,1.2247,CL2,CL2,CL0,CL2,CL6,CL2,CL5,CL2,CL2,CL0,CL2,CL2,CL2,CL2,CL3,CL2,CL2,CL0,CL2
885,18-24,M,"Some college or university, no certificate or degree",USA,White,36,48,51,45,37,0.19268,0.7654,CL6,CL3,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL3,CL2,CL0,CL3,CL3,CL3,CL2,CL6,CL0,CL0
886,18-24,M,"Some college or university, no certificate or degree",USA,Other,50,40,48,48,41,-0.21712,0.7654,CL5,CL6,CL4,CL6,CL6,CL5,CL4,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL5,CL0,CL4
887,25-34,M,"Some college or university, no certificate or degree",Other,White,46,19,47,43,41,0.19268,0.07987,CL4,CL2,CL0,CL5,CL6,CL5,CL5,CL0,CL0,CL2,CL0,CL0,CL5,CL2,CL0,CL4,CL6,CL0,CL0
888,18-24,M,University degree,UK,White,40,37,47,41,42,0.88113,0.40148,CL4,CL0,CL3,CL0,CL6,CL5,CL5,CL0,CL0,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL4,CL0,CL0
889,18-24,M,University degree,UK,White,31,55,51,52,43,0.19268,1.2247,CL6,CL3,CL2,CL4,CL6,CL5,CL5,CL4,CL0,CL4,CL0,CL5,CL4,CL4,CL0,CL4,CL0,CL0,CL0
890,18-24,F,"Some college or university, no certificate or degree",USA,White,26,49,56,54,36,0.19268,-0.52593,CL5,CL0,CL0,CL0,CL5,CL6,CL4,CL2,CL0,CL4,CL0,CL0,CL2,CL3,CL0,CL3,CL2,CL0,CL0
891,18-24,F,"Some college or university, no certificate or degree",USA,White,40,45,54,50,46,-0.71126,0.07987,CL5,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL0,CL0,CL0
892,18-24,M,"Some college or university, no certificate or degree",USA,Other,37,46,53,47,46,-0.71126,0.7654,CL4,CL3,CL3,CL3,CL6,CL4,CL5,CL4,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL3,CL4,CL0,CL3
893,25-34,M,"Some college or university, no certificate or degree",Republic of Ireland,White,22,53,52,43,48,-0.21712,0.40148,CL5,CL6,CL2,CL6,CL6,CL5,CL5,CL4,CL2,CL4,CL3,CL5,CL0,CL3,CL3,CL4,CL6,CL0,CL1
894,25-34,M,"Some college or university, no certificate or degree",Other,White,37,37,33,27,41,0.52975,0.7654,CL3,CL3,CL0,CL0,CL4,CL2,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0,CL3,CL0,CL0
895,25-34,M,"Some college or university, no certificate or degree",USA,White,46,29,48,18,30,1.29221,1.92173,CL4,CL4,CL2,CL4,CL6,CL4,CL4,CL2,CL2,CL2,CL2,CL2,CL4,CL4,CL3,CL4,CL2,CL0,CL5
896,25-34,F,Left school at 17 years,UK,White,60,24,40,36,24,0.52975,-1.18084,CL6,CL3,CL2,CL2,CL6,CL3,CL4,CL2,CL0,CL2,CL1,CL0,CL6,CL0,CL0,CL2,CL2,CL0,CL3
897,18-24,M,"Some college or university, no certificate or degree",Other,White,23,27,46,27,40,0.52975,0.7654,CL5,CL3,CL0,CL3,CL3,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL5,CL0,CL2
898,18-24,F,Professional certificate/ diploma,UK,White,20,38,47,44,37,-0.71126,0.07987,CL4,CL2,CL3,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL0,CL6,CL0,CL0
899,25-34,M,Masters degree,USA,White,28,47,45,44,45,-0.21712,0.07987,CL5,CL4,CL3,CL6,CL6,CL6,CL6,CL3,CL2,CL4,CL0,CL3,CL4,CL5,CL0,CL3,CL6,CL0,CL2
900,25-34,M,University degree,USA,White,53,38,43,40,34,1.86203,1.92173,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
901,18-24,F,"Some college or university, no certificate or degree",USA,White,53,33,39,37,34,2.90161,1.92173,CL6,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3
902,18-24,M,University degree,Canada,White,15,51,35,12,41,0.52975,1.2247,CL5,CL6,CL4,CL6,CL6,CL4,CL5,CL5,CL5,CL4,CL4,CL5,CL5,CL2,CL5,CL3,CL6,CL0,CL0
903,18-24,M,"Some college or university, no certificate or degree",UK,Black,36,33,49,39,35,0.52975,1.2247,CL5,CL0,CL0,CL2,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
904,25-34,F,Masters degree,USA,White,38,35,48,39,33,0.52975,0.40148,CL6,CL2,CL0,CL2,CL5,CL4,CL5,CL2,CL2,CL2,CL6,CL2,CL0,CL2,CL3,CL2,CL6,CL0,CL2
905,18-24,M,Left school at 18 years,USA,White,35,46,46,46,37,0.88113,1.2247,CL4,CL6,CL4,CL4,CL6,CL6,CL5,CL3,CL0,CL3,CL3,CL0,CL4,CL3,CL6,CL4,CL6,CL0,CL0
906,35-44,F,University degree,USA,White,46,38,53,36,45,-1.37983,-0.84637,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL1,CL0,CL0
907,18-24,M,"Some college or university, no certificate or degree",USA,White,49,39,45,27,33,0.88113,0.40148,CL2,CL3,CL0,CL6,CL6,CL6,CL6,CL5,CL0,CL4,CL6,CL0,CL3,CL4,CL5,CL3,CL2,CL0,CL0
908,25-34,M,Professional certificate/ diploma,Other,White,40,42,47,43,54,-0.71126,-0.52593,CL5,CL2,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL1
909,35-44,M,University degree,Australia,White,24,42,41,34,45,0.52975,1.2247,CL4,CL5,CL2,CL0,CL6,CL1,CL5,CL3,CL0,CL0,CL0,CL0,CL1,CL3,CL0,CL0,CL0,CL0,CL0
910,18-24,M,"Some college or university, no certificate or degree",USA,Other,33,40,44,48,36,-1.37983,1.92173,CL5,CL4,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL4,CL6,CL0,CL0
911,18-24,M,University degree,USA,White,37,44,46,34,42,0.88113,0.7654,CL5,CL5,CL3,CL6,CL4,CL5,CL5,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL2,CL0,CL0,CL0
912,25-34,F,"Some college or university, no certificate or degree",USA,Other,49,43,53,37,28,1.86203,1.2247,CL6,CL0,CL0,CL6,CL3,CL6,CL5,CL3,CL0,CL5,CL0,CL0,CL3,CL3,CL4,CL2,CL3,CL0,CL0
913,18-24,F,"Some college or university, no certificate or degree",USA,White,55,19,32,43,31,0.52975,-0.84637,CL4,CL4,CL0,CL4,CL5,CL4,CL5,CL4,CL0,CL3,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0
914,18-24,M,"Some college or university, no certificate or degree",USA,White,43,30,41,34,36,-0.21712,0.7654,CL4,CL0,CL0,CL2,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL4,CL0,CL0
915,35-44,M,University degree,USA,White,39,29,34,32,47,-0.71126,0.40148,CL3,CL0,CL0,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0
916,18-24,F,"Some college or university, no certificate or degree",USA,White,25,54,54,49,48,0.19268,0.7654,CL5,CL0,CL0,CL0,CL6,CL6,CL3,CL0,CL0,CL5,CL0,CL0,CL0,CL4,CL0,CL0,CL5,CL0,CL0
917,25-34,F,Left school at 17 years,USA,White,56,20,42,28,19,1.86203,1.2247,CL5,CL4,CL0,CL5,CL6,CL6,CL6,CL3,CL1,CL1,CL0,CL0,CL2,CL0,CL5,CL1,CL6,CL0,CL0
918,18-24,M,Left school at 18 years,USA,Mixed-White/Black,38,40,46,40,48,-0.71126,-0.21575,CL6,CL6,CL0,CL4,CL5,CL4,CL5,CL0,CL0,CL2,CL3,CL0,CL6,CL2,CL6,CL2,CL4,CL0,CL0
919,25-34,M,Left school at 16 years,USA,White,40,39,45,42,38,0.19268,0.7654,CL4,CL3,CL0,CL3,CL3,CL3,CL6,CL2,CL3,CL2,CL4,CL2,CL3,CL0,CL3,CL0,CL2,CL0,CL0
920,18-24,F,"Some college or university, no certificate or degree",USA,White,52,28,45,53,45,0.52975,1.2247,CL3,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL3,CL0,CL0
921,18-24,M,Left school at 18 years,Canada,White,38,49,58,41,34,1.86203,1.92173,CL6,CL4,CL2,CL3,CL6,CL6,CL4,CL5,CL0,CL5,CL5,CL4,CL3,CL5,CL3,CL5,CL6,CL0,CL0
922,35-44,M,Masters degree,UK,White,33,38,41,38,43,1.29221,0.07987,CL5,CL0,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL0,CL1,CL0,CL3,CL0,CL3,CL2,CL6,CL0,CL0
923,18-24,M,"Some college or university, no certificate or degree",Other,White,25,43,53,34,45,-0.21712,1.2247,CL6,CL4,CL0,CL2,CL4,CL6,CL6,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL3,CL4,CL6,CL0,CL3
924,18-24,M,Left school before 16 years,Australia,White,37,38,46,46,33,-0.21712,0.40148,CL3,CL4,CL0,CL2,CL6,CL6,CL6,CL2,CL2,CL2,CL0,CL0,CL4,CL5,CL6,CL3,CL6,CL0,CL2
925,18-24,M,"Some college or university, no certificate or degree",USA,White,25,30,41,35,33,0.19268,-0.21575,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0
926,25-34,M,Left school at 18 years,USA,White,48,31,29,36,36,1.29221,-0.21575,CL3,CL0,CL0,CL3,CL6,CL3,CL5,CL2,CL3,CL2,CL2,CL2,CL4,CL0,CL6,CL2,CL6,CL0,CL3
927,18-24,M,Left school at 16 years,USA,White,46,29,48,44,35,0.52975,0.07987,CL3,CL3,CL0,CL3,CL6,CL6,CL5,CL3,CL2,CL2,CL3,CL3,CL5,CL3,CL6,CL0,CL6,CL0,CL2
928,18-24,M,Professional certificate/ diploma,USA,White,28,48,50,50,37,-0.21712,0.7654,CL5,CL2,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL5,CL5,CL0,CL2
929,25-34,M,"Some college or university, no certificate or degree",USA,White,38,31,52,38,40,-0.21712,0.7654,CL5,CL0,CL0,CL3,CL5,CL5,CL6,CL1,CL0,CL2,CL0,CL0,CL3,CL2,CL3,CL4,CL2,CL0,CL2
930,25-34,M,"Some college or university, no certificate or degree",USA,White,30,49,56,53,46,0.19268,1.2247,CL4,CL1,CL0,CL3,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
931,18-24,F,"Some college or university, no certificate or degree",UK,Other,33,46,51,45,40,0.52975,0.07987,CL4,CL5,CL4,CL3,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL0,CL0,CL0,CL0,CL6,CL0,CL2
932,35-44,M,Left school at 16 years,UK,White,29,35,42,44,37,-1.37983,-0.84637,CL3,CL2,CL3,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL2,CL0,CL1,CL0,CL0,CL3,CL0,CL0
933,25-34,F,University degree,Australia,White,43,35,54,49,45,0.52975,0.7654,CL4,CL2,CL0,CL1,CL6,CL2,CL5,CL1,CL0,CL1,CL1,CL4,CL2,CL2,CL0,CL2,CL6,CL0,CL0
934,18-24,F,Left school at 17 years,USA,White,47,26,46,50,36,-0.21712,1.92173,CL3,CL2,CL0,CL6,CL6,CL3,CL6,CL2,CL2,CL2,CL4,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL2
935,18-24,F,University degree,UK,White,33,40,53,47,54,-0.71126,-0.52593,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
936,18-24,F,"Some college or university, no certificate or degree",USA,White,24,47,54,45,36,1.86203,1.92173,CL5,CL3,CL3,CL4,CL5,CL6,CL4,CL5,CL3,CL3,CL4,CL3,CL3,CL3,CL2,CL4,CL6,CL0,CL2
937,18-24,F,"Some college or university, no certificate or degree",USA,White,56,35,48,44,36,0.52975,0.7654,CL4,CL0,CL0,CL0,CL6,CL5,CL6,CL2,CL0,CL5,CL0,CL0,CL3,CL4,CL2,CL4,CL5,CL0,CL0
938,18-24,M,Professional certificate/ diploma,UK,White,40,48,53,43,39,0.52975,0.07987,CL3,CL5,CL2,CL5,CL5,CL5,CL6,CL3,CL0,CL5,CL0,CL3,CL5,CL5,CL2,CL4,CL5,CL0,CL0
939,18-24,M,"Some college or university, no certificate or degree",Other,White,35,42,50,47,35,0.88113,1.2247,CL6,CL0,CL0,CL0,CL5,CL6,CL4,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL0
940,18-24,F,University degree,UK,White,39,42,46,39,47,-0.71126,0.40148,CL5,CL0,CL2,CL0,CL5,CL6,CL6,CL3,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0,CL5,CL0,CL0
941,18-24,M,"Some college or university, no certificate or degree",Other,White,40,37,53,33,41,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL4,CL0,CL3,CL3,CL0,CL0
942,25-34,F,Left school at 18 years,Other,White,45,48,53,38,51,0.19268,0.40148,CL5,CL3,CL4,CL0,CL5,CL5,CL5,CL2,CL0,CL2,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL0,CL1
943,25-34,M,Professional certificate/ diploma,USA,Other,31,54,59,51,50,-0.21712,0.40148,CL4,CL2,CL0,CL3,CL5,CL6,CL4,CL4,CL2,CL5,CL0,CL5,CL4,CL6,CL0,CL6,CL6,CL0,CL2
944,18-24,F,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,51,34,50,46,33,0.88113,0.7654,CL3,CL3,CL0,CL6,CL6,CL6,CL6,CL6,CL0,CL2,CL4,CL0,CL0,CL2,CL3,CL2,CL0,CL0,CL0
945,25-34,F,Masters degree,USA,White,46,38,49,48,32,1.29221,0.7654,CL3,CL2,CL0,CL6,CL6,CL3,CL6,CL2,CL2,CL3,CL3,CL0,CL0,CL2,CL3,CL2,CL6,CL0,CL0
946,18-24,F,"Some college or university, no certificate or degree",USA,White,32,32,42,52,35,-0.71126,-1.54858,CL4,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL6,CL0,CL0
947,18-24,M,Left school at 18 years,USA,White,29,38,38,38,30,0.88113,-0.21575,CL4,CL6,CL0,CL3,CL6,CL6,CL4,CL3,CL0,CL6,CL0,CL0,CL3,CL4,CL3,CL4,CL5,CL0,CL2
948,25-34,M,Professional certificate/ diploma,UK,White,55,30,47,41,29,1.29221,-0.21575,CL6,CL2,CL3,CL6,CL6,CL3,CL5,CL0,CL0,CL2,CL0,CL3,CL3,CL2,CL5,CL2,CL0,CL0,CL0
949,25-34,F,Left school at 18 years,Canada,White,40,40,29,41,47,-1.37983,-2.07848,CL2,CL2,CL0,CL5,CL6,CL2,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL1
950,35-44,M,Professional certificate/ diploma,USA,White,51,27,46,44,30,0.88113,-0.52593,CL5,CL1,CL0,CL1,CL6,CL3,CL6,CL1,CL0,CL4,CL0,CL0,CL4,CL1,CL0,CL3,CL4,CL0,CL0
951,18-24,F,University degree,USA,White,42,40,49,40,37,-0.21712,0.40148,CL6,CL2,CL0,CL3,CL6,CL4,CL6,CL2,CL0,CL3,CL2,CL2,CL3,CL6,CL0,CL4,CL3,CL0,CL3
952,18-24,F,"Some college or university, no certificate or degree",USA,White,25,42,57,47,41,2.90161,1.92173,CL3,CL3,CL0,CL0,CL4,CL6,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL3,CL0,CL0
953,18-24,M,"Some college or university, no certificate or degree",USA,White,40,41,48,41,40,1.86203,0.7654,CL5,CL5,CL0,CL3,CL5,CL6,CL4,CL3,CL0,CL5,CL0,CL3,CL3,CL5,CL3,CL3,CL6,CL0,CL0
954,25-34,F,University degree,UK,White,46,33,46,41,29,0.52975,0.7654,CL5,CL0,CL0,CL0,CL6,CL3,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL3,CL4,CL0,CL2
955,18-24,M,"Some college or university, no certificate or degree",Other,White,49,34,44,42,36,-0.71126,-1.18084,CL0,CL0,CL0,CL0,CL5,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL2,CL0,CL0
956,18-24,M,Professional certificate/ diploma,USA,White,53,36,46,33,20,1.86203,1.2247,CL4,CL5,CL2,CL4,CL5,CL6,CL5,CL4,CL2,CL3,CL4,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2
957,45-54,M,University degree,USA,White,25,36,42,44,45,-0.71126,-0.84637,CL5,CL6,CL1,CL2,CL6,CL3,CL0,CL1,CL1,CL0,CL1,CL0,CL5,CL1,CL0,CL1,CL1,CL0,CL0
958,35-44,M,Professional certificate/ diploma,UK,White,23,38,47,51,50,-0.71126,-1.18084,CL6,CL0,CL5,CL0,CL6,CL6,CL6,CL3,CL0,CL6,CL0,CL6,CL3,CL1,CL0,CL1,CL5,CL0,CL0
959,18-24,M,"Some college or university, no certificate or degree",Other,White,33,50,46,35,54,-0.21712,0.7654,CL5,CL0,CL0,CL0,CL5,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
960,18-24,F,University degree,Other,White,36,41,55,50,37,0.52975,-0.52593,CL5,CL0,CL0,CL1,CL6,CL0,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL2,CL0,CL0
961,45-54,F,"Some college or university, no certificate or degree",USA,White,35,35,51,55,39,-0.21712,-0.21575,CL5,CL6,CL0,CL1,CL6,CL5,CL4,CL1,CL1,CL2,CL1,CL0,CL0,CL1,CL2,CL3,CL1,CL0,CL0
962,18-24,M,Professional certificate/ diploma,Australia,White,39,46,53,45,40,1.86203,1.92173,CL5,CL3,CL5,CL0,CL5,CL4,CL6,CL3,CL0,CL5,CL0,CL4,CL3,CL3,CL0,CL0,CL5,CL0,CL0
963,25-34,M,"Some college or university, no certificate or degree",USA,White,32,42,57,48,33,0.88113,0.40148,CL5,CL3,CL0,CL5,CL6,CL2,CL5,CL3,CL3,CL0,CL5,CL0,CL0,CL2,CL3,CL2,CL6,CL0,CL0
964,35-44,M,"Some college or university, no certificate or degree",UK,White,42,26,46,44,42,0.19268,1.2247,CL5,CL3,CL2,CL5,CL6,CL6,CL5,CL3,CL5,CL4,CL6,CL0,CL0,CL2,CL5,CL3,CL6,CL0,CL1
965,18-24,M,"Some college or university, no certificate or degree",USA,White,27,48,43,48,44,-0.21712,0.40148,CL5,CL3,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL4,CL0,CL0,CL3,CL5,CL0,CL4,CL3,CL0,CL0
966,25-34,F,Masters degree,USA,White,25,40,51,46,40,0.19268,0.40148,CL5,CL1,CL0,CL3,CL6,CL6,CL6,CL2,CL2,CL3,CL0,CL0,CL2,CL0,CL5,CL2,CL5,CL0,CL0
967,18-24,M,Masters degree,UK,White,27,47,46,45,45,0.19268,1.2247,CL5,CL2,CL3,CL4,CL6,CL6,CL4,CL4,CL0,CL5,CL0,CL3,CL3,CL2,CL0,CL2,CL6,CL0,CL3
968,18-24,F,"Some college or university, no certificate or degree",USA,White,30,42,50,50,44,-0.71126,-0.52593,CL4,CL3,CL1,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL1,CL3,CL4,CL0,CL1
969,18-24,F,"Some college or university, no certificate or degree",USA,White,33,41,57,52,39,1.29221,1.2247,CL5,CL0,CL0,CL2,CL6,CL5,CL6,CL2,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL5,CL5,CL0,CL3
970,18-24,M,"Some college or university, no certificate or degree",USA,Black,22,48,53,33,48,-0.21712,0.7654,CL6,CL0,CL0,CL0,CL3,CL5,CL3,CL3,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL0
971,55-64,M,Doctorate degree,Other,Other,20,48,50,50,47,0.52975,0.07987,CL6,CL1,CL1,CL1,CL6,CL3,CL6,CL1,CL0,CL0,CL1,CL0,CL1,CL1,CL3,CL3,CL4,CL0,CL1
972,35-44,F,University degree,Canada,White,38,40,45,39,38,0.88113,0.7654,CL5,CL1,CL0,CL0,CL4,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL5,CL5,CL0,CL4,CL5,CL0,CL0
973,25-34,M,"Some college or university, no certificate or degree",Canada,White,40,28,50,36,48,-0.21712,0.40148,CL6,CL4,CL0,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL0,CL4,CL6,CL0,CL0
974,18-24,M,"Some college or university, no certificate or degree",USA,White,50,31,38,44,38,-0.71126,0.40148,CL6,CL0,CL0,CL2,CL6,CL4,CL4,CL4,CL0,CL4,CL0,CL3,CL0,CL3,CL3,CL3,CL6,CL0,CL0
975,18-24,M,"Some college or university, no certificate or degree",USA,White,20,53,54,52,46,-0.71126,1.92173,CL6,CL2,CL0,CL0,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL3,CL6,CL0,CL0
976,18-24,M,"Some college or university, no certificate or degree",USA,White,48,40,53,35,36,0.52975,1.92173,CL5,CL0,CL0,CL0,CL2,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL2,CL3,CL0,CL0,CL5,CL0,CL0
977,65+,M,Masters degree,USA,White,18,40,50,48,47,0.52975,-0.52593,CL1,CL0,CL0,CL0,CL1,CL1,CL1,CL0,CL0,CL1,CL0,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL0
978,18-24,M,"Some college or university, no certificate or degree",USA,White,30,47,51,47,42,-0.21712,-0.52593,CL0,CL2,CL0,CL3,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL4,CL5,CL0,CL0,CL0
979,35-44,F,Masters degree,UK,White,30,49,37,53,39,1.29221,1.2247,CL5,CL4,CL2,CL2,CL6,CL3,CL6,CL5,CL0,CL5,CL0,CL0,CL2,CL3,CL0,CL3,CL6,CL0,CL0
980,45-54,F,"Some college or university, no certificate or degree",USA,White,48,32,43,42,47,-0.71126,-0.21575,CL6,CL1,CL1,CL4,CL6,CL6,CL6,CL3,CL2,CL0,CL0,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL0
981,25-34,F,Doctorate degree,USA,Asian,42,41,51,39,40,-0.71126,-0.84637,CL4,CL1,CL2,CL2,CL5,CL6,CL6,CL2,CL1,CL3,CL0,CL1,CL2,CL1,CL1,CL2,CL3,CL0,CL1
982,18-24,M,"Some college or university, no certificate or degree",Other,White,40,39,47,38,45,-0.21712,0.07987,CL4,CL0,CL0,CL4,CL4,CL6,CL5,CL5,CL3,CL3,CL0,CL0,CL0,CL3,CL5,CL3,CL6,CL0,CL3
983,18-24,M,"Some college or university, no certificate or degree",UK,White,46,47,38,37,34,0.88113,1.2247,CL6,CL6,CL3,CL4,CL6,CL5,CL6,CL6,CL0,CL4,CL0,CL0,CL6,CL0,CL6,CL0,CL6,CL0,CL2
984,25-34,F,University degree,USA,White,42,39,57,31,49,0.52975,1.2247,CL5,CL1,CL0,CL6,CL6,CL5,CL6,CL3,CL3,CL0,CL3,CL1,CL0,CL1,CL6,CL1,CL6,CL0,CL4
985,18-24,M,"Some college or university, no certificate or degree",USA,White,34,39,54,49,41,0.88113,1.92173,CL6,CL3,CL0,CL3,CL6,CL6,CL5,CL2,CL0,CL3,CL0,CL0,CL2,CL4,CL5,CL3,CL6,CL0,CL2
986,18-24,M,"Some college or university, no certificate or degree",Other,White,34,42,54,40,35,0.52975,1.2247,CL5,CL3,CL3,CL0,CL6,CL6,CL4,CL3,CL0,CL4,CL0,CL0,CL2,CL0,CL0,CL4,CL6,CL0,CL0
987,18-24,M,Professional certificate/ diploma,USA,White,43,34,41,40,44,0.88113,0.07987,CL5,CL6,CL0,CL6,CL6,CL6,CL3,CL3,CL0,CL3,CL6,CL0,CL2,CL4,CL6,CL3,CL0,CL0,CL0
988,25-34,M,"Some college or university, no certificate or degree",USA,White,52,44,49,34,25,1.29221,1.2247,CL4,CL0,CL0,CL4,CL6,CL6,CL4,CL2,CL2,CL3,CL0,CL0,CL3,CL2,CL4,CL3,CL5,CL0,CL0
989,18-24,M,"Some college or university, no certificate or degree",USA,White,46,29,49,43,35,-0.71126,0.07987,CL4,CL3,CL0,CL6,CL5,CL6,CL6,CL5,CL0,CL6,CL0,CL0,CL3,CL0,CL4,CL0,CL6,CL0,CL0
990,25-34,M,University degree,USA,White,28,40,47,36,40,1.29221,1.2247,CL5,CL6,CL0,CL4,CL6,CL4,CL4,CL3,CL5,CL3,CL2,CL1,CL3,CL1,CL5,CL1,CL6,CL0,CL2
991,18-24,M,"Some college or university, no certificate or degree",USA,White,52,36,56,44,39,0.88113,1.2247,CL6,CL4,CL2,CL6,CL6,CL6,CL5,CL4,CL3,CL2,CL6,CL0,CL3,CL0,CL4,CL2,CL6,CL0,CL2
992,18-24,M,"Some college or university, no certificate or degree",Australia,White,39,51,48,38,28,1.86203,1.92173,CL5,CL4,CL5,CL3,CL6,CL6,CL6,CL3,CL0,CL4,CL0,CL0,CL5,CL0,CL4,CL5,CL6,CL0,CL0
993,55-64,M,Professional certificate/ diploma,Other,White,28,42,50,44,42,-0.21712,-0.21575,CL3,CL1,CL0,CL2,CL6,CL4,CL5,CL3,CL0,CL1,CL1,CL0,CL0,CL1,CL0,CL1,CL6,CL0,CL1
994,25-34,M,University degree,UK,White,25,45,55,56,49,-0.21712,0.40148,CL5,CL2,CL2,CL2,CL6,CL5,CL5,CL3,CL0,CL3,CL0,CL2,CL3,CL3,CL0,CL3,CL4,CL0,CL0
995,18-24,M,"Some college or university, no certificate or degree",USA,White,41,45,51,49,36,0.52975,1.2247,CL5,CL5,CL0,CL3,CL6,CL6,CL6,CL3,CL2,CL2,CL2,CL0,CL4,CL2,CL2,CL3,CL6,CL0,CL3
996,18-24,M,Masters degree,Other,White,28,38,44,37,41,0.52975,0.7654,CL5,CL0,CL0,CL4,CL4,CL6,CL5,CL0,CL0,CL4,CL0,CL4,CL4,CL3,CL0,CL3,CL6,CL0,CL0
997,18-24,M,Masters degree,UK,White,28,46,43,46,47,0.88113,0.7654,CL5,CL2,CL2,CL4,CL5,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL3,CL2,CL0,CL2,CL5,CL0,CL5
